id,cluster_id,irradiance,farm_type,capacity,capacity_factor,power_generation,estimated_cost
0,6,5.634078503,large_community,5.0,0.235,10282.19327,13300000
1,6,5.61641264,small_utility,5.0,0.234,10249.95307,13300000
2,6,5.746738434,small_community,0.15,0.239,314.6339293,399000
3,6,5.742195606,small_utility,5.0,0.239,10479.50698,13300000
4,6,5.817186832,small_utility,5.0,0.242,10616.36597,13300000
5,6,5.701752186,large_community,5.0,0.238,10405.69774,13300000
6,6,5.720003605,medium_utility,500.0,0.238,1043900.658,1330000000
7,6,5.730308056,small_residential,0.005,0.239,10.4578122,13300
8,6,5.734212875,large_utility,2000.0,0.239,4185975.399,5320000000
9,6,5.755139828,small_community,0.15,0.24,315.0939056,399000
10,6,5.734212875,small_utility,5.0,0.239,10464.9385,13300000
11,6,5.755139828,large_residential,0.015,0.24,31.50939056,39900
12,6,5.6045928,small_utility,5.0,0.234,10228.38186,13300000
13,6,5.669364929,medium_community,2.0,0.236,4138.636398,5320000
14,6,5.669364929,medium_community,2.0,0.236,4138.636398,5320000
15,6,5.736873627,large_utility,2000.0,0.239,4187917.748,5320000000
16,6,5.734212875,medium_utility,500.0,0.239,1046493.85,1330000000
17,6,5.734212875,small_residential,0.005,0.239,10.4649385,13300
18,6,5.692050934,large_residential,0.015,0.237,31.16397886,39900
19,6,5.702950001,small_residential,0.005,0.238,10.40788375,13300
20,6,5.702950001,small_residential,0.005,0.238,10.40788375,13300
21,6,5.687242031,small_residential,0.005,0.237,10.37921671,13300
22,6,5.612900257,medium_utility,500.0,0.234,1024354.297,1330000000
23,6,5.612900257,medium_residential,0.01,0.234,20.48708594,26600
24,6,5.586105824,large_utility,2000.0,0.233,4077857.252,5320000000
25,6,5.756000996,small_community,0.15,0.24,315.1410545,399000
26,6,5.741298199,medium_residential,0.01,0.239,20.95573843,26600
27,6,5.760225773,small_community,0.15,0.24,315.3723611,399000
28,6,5.739746571,medium_utility,500.0,0.239,1047503.749,1330000000
29,6,5.692050934,small_residential,0.005,0.237,10.38799295,13300
30,6,5.702950001,large_utility,2000.0,0.238,4163153.501,5320000000
31,6,5.702950001,small_community,0.15,0.238,312.2365126,399000
32,6,5.687242031,small_utility,5.0,0.237,10379.21671,13300000
33,6,5.687242031,large_residential,0.015,0.237,31.13765012,39900
34,6,5.612900257,large_community,5.0,0.234,10243.54297,13300000
35,6,5.612900257,small_utility,5.0,0.234,10243.54297,13300000
36,6,5.756000996,medium_utility,500.0,0.24,1050470.182,1330000000
37,6,5.756000996,large_community,5.0,0.24,10504.70182,13300000
38,6,5.775848389,large_residential,0.015,0.241,31.62276993,39900
39,6,5.739746571,small_community,0.15,0.239,314.2511248,399000
40,6,5.739746571,small_utility,5.0,0.239,10475.03749,13300000
41,6,5.700059891,large_utility,2000.0,0.238,4161043.72,5320000000
42,6,5.725563526,medium_community,2.0,0.239,4179.661374,5320000
43,6,5.690555096,medium_residential,0.01,0.237,20.7705261,26600
44,6,5.690555096,small_community,0.15,0.237,311.5578915,399000
45,6,5.723421574,medium_utility,500.0,0.238,1044524.437,1330000000
46,6,5.723421574,large_community,5.0,0.238,10445.24437,13300000
47,6,5.590576649,large_residential,0.015,0.233,30.60840715,39900
48,6,5.590576649,large_community,5.0,0.233,10202.80238,13300000
49,6,5.785343647,medium_utility,500.0,0.241,1055825.216,1330000000
50,6,5.785343647,medium_residential,0.01,0.241,21.11650431,26600
51,6,5.873007298,large_residential,0.015,0.245,32.15471496,39900
52,6,5.723468304,small_residential,0.005,0.238,10.44532965,13300
53,6,5.695086002,large_residential,0.015,0.237,31.18059586,39900
54,6,5.690555096,medium_community,2.0,0.237,4154.10522,5320000
55,6,5.690555096,medium_residential,0.01,0.237,20.7705261,26600
56,6,5.784004211,medium_residential,0.01,0.241,21.11161537,26600
57,6,5.725563526,small_community,0.15,0.239,313.474603,399000
58,6,5.643733501,medium_residential,0.01,0.235,20.59962728,26600
59,6,5.665372372,medium_residential,0.01,0.236,20.67860916,26600
60,6,5.63863802,small_community,0.15,0.235,308.7154316,399000
61,6,5.665372372,small_residential,0.005,0.236,10.33930458,13300
62,6,5.63863802,small_utility,5.0,0.235,10290.51439,13300000
63,6,5.646012783,large_community,5.0,0.235,10303.97333,13300000
64,6,5.646012783,medium_community,2.0,0.235,4121.589332,5320000
65,6,5.610660076,large_residential,0.015,0.234,30.71836392,39900
66,6,5.610660076,medium_community,2.0,0.234,4095.781855,5320000
67,6,5.69562912,large_community,5.0,0.237,10394.52314,13300000
68,6,5.69562912,large_residential,0.015,0.237,31.18356943,39900
69,6,5.646012783,large_community,5.0,0.235,10303.97333,13300000
70,6,5.610660076,large_community,5.0,0.234,10239.45464,13300000
71,6,5.610660076,small_utility,5.0,0.234,10239.45464,13300000
72,6,5.69562912,large_utility,2000.0,0.237,4157809.258,5320000000
73,6,5.69562912,small_utility,5.0,0.237,10394.52314,13300000
74,6,5.865982056,small_community,0.15,0.244,321.1625176,399000
75,6,5.917598724,large_community,5.0,0.247,10799.61767,13300000
76,6,5.633881092,small_community,0.15,0.235,308.4549898,399000
77,6,5.600736141,large_residential,0.015,0.233,30.66403037,39900
78,6,5.600736141,medium_residential,0.01,0.233,20.44268691,26600
79,6,5.670271397,large_community,5.0,0.236,10348.2453,13300000
80,6,5.670271397,small_community,0.15,0.236,310.447359,399000
81,6,5.865982056,large_community,5.0,0.244,10705.41725,13300000
82,6,5.865982056,large_residential,0.015,0.244,32.11625176,39900
83,6,5.917598724,medium_residential,0.01,0.247,21.59923534,26600
84,6,5.633881092,medium_utility,500.0,0.235,1028183.299,1330000000
85,6,5.633881092,medium_utility,500.0,0.235,1028183.299,1330000000
86,6,5.600736141,large_community,5.0,0.233,10221.34346,13300000
87,6,5.600736141,small_residential,0.005,0.233,10.22134346,13300
88,6,5.670271397,large_utility,2000.0,0.236,4139298.12,5320000000
89,6,5.670271397,small_utility,5.0,0.236,10348.2453,13300000
90,6,5.68944788,medium_residential,0.01,0.237,20.76648476,26600
91,6,5.878709316,large_community,5.0,0.245,10728.6445,13300000
92,6,5.878709316,medium_residential,0.01,0.245,21.457289,26600
93,6,5.847761631,medium_community,2.0,0.244,4268.865991,5320000
94,6,5.722691059,medium_community,2.0,0.238,4177.564473,5320000
95,6,5.722691059,large_utility,2000.0,0.238,4177564.473,5320000000
96,6,5.633881092,medium_residential,0.01,0.235,20.56366599,26600
97,6,5.633881092,small_residential,0.005,0.235,10.28183299,13300
98,6,5.64455986,large_utility,2000.0,0.235,4120528.698,5320000000
99,6,5.6929245,large_utility,2000.0,0.237,4155834.885,5320000000
100,6,5.878709316,small_residential,0.005,0.245,10.7286445,13300
101,6,5.878709316,large_community,5.0,0.245,10728.6445,13300000
102,6,5.847761631,small_utility,5.0,0.244,10672.16498,13300000
103,6,5.847761631,small_utility,5.0,0.244,10672.16498,13300000
104,6,5.697517872,small_residential,0.005,0.237,10.39797012,13300
105,6,5.674033642,medium_residential,0.01,0.236,20.71022279,26600
106,6,5.674033642,medium_community,2.0,0.236,4142.044559,5320000
107,6,5.865236759,medium_utility,500.0,0.244,1070405.709,1330000000
108,6,5.865236759,medium_community,2.0,0.244,4281.622834,5320000
109,6,5.847581863,large_residential,0.015,0.244,32.0155107,39900
110,6,5.747884274,large_utility,2000.0,0.239,4195955.52,5320000000
111,6,5.674033642,large_residential,0.015,0.236,31.06533419,39900
112,6,5.674033642,small_community,0.15,0.236,310.6533419,399000
113,14,5.743431568,large_residential,0.015,0.239,31.44528783,39900
114,6,5.865236759,medium_residential,0.01,0.244,21.40811417,26600
115,6,5.847581863,medium_residential,0.01,0.244,21.3436738,26600
116,6,5.747884274,small_residential,0.005,0.239,10.4898888,13300
117,6,5.847581863,small_community,0.15,0.244,320.155107,399000
118,6,5.747884274,small_residential,0.005,0.239,10.4898888,13300
119,6,5.785480022,medium_utility,500.0,0.241,1055850.104,1330000000
120,6,5.886380672,large_community,5.0,0.245,10742.64473,13300000
121,6,5.785480022,medium_utility,500.0,0.241,1055850.104,1330000000
122,6,5.785480022,large_community,5.0,0.241,10558.50104,13300000
123,14,5.944894791,large_residential,0.015,0.248,32.54829898,39900
124,6,5.886380672,large_community,5.0,0.245,10742.64473,13300000
125,6,5.785480022,small_residential,0.005,0.241,10.55850104,13300
126,6,5.785480022,small_residential,0.005,0.241,10.55850104,13300
127,6,5.806488514,large_community,5.0,0.242,10596.84154,13300000
128,6,5.806488514,large_utility,2000.0,0.242,4238736.615,5320000000
129,6,5.634592056,large_utility,2000.0,0.235,4113252.201,5320000000
130,14,5.651126385,small_utility,5.0,0.235,10313.30565,13300000
131,6,5.740752697,large_utility,2000.0,0.239,4190749.469,5320000000
132,6,5.740752697,medium_residential,0.01,0.239,20.95374734,26600
133,6,5.778432369,medium_utility,500.0,0.241,1054563.907,1330000000
134,6,5.501383305,small_utility,5.0,0.229,10040.02453,13300000
135,6,5.531303883,large_community,5.0,0.23,10094.62959,13300000
136,6,5.531303883,medium_utility,500.0,0.23,1009462.959,1330000000
137,6,5.842740536,large_community,5.0,0.243,10663.00148,13300000
138,6,5.740752697,medium_residential,0.01,0.239,20.95374734,26600
139,6,5.740752697,small_utility,5.0,0.239,10476.87367,13300000
140,6,5.501383305,small_community,0.15,0.229,301.2007359,399000
141,6,5.531303883,small_community,0.15,0.23,302.8388876,399000
142,14,5.531114101,large_community,5.0,0.23,10094.28323,13300000
143,14,5.590902805,small_residential,0.005,0.233,10.20339762,13300
144,14,5.622132778,medium_utility,500.0,0.234,1026039.232,1330000000
145,14,5.556755066,large_residential,0.015,0.232,30.42323399,39900
146,14,5.714177608,medium_utility,500.0,0.238,1042837.413,1330000000
147,6,5.649629593,large_community,5.0,0.235,10310.57401,13300000
148,6,5.576107502,large_utility,2000.0,0.232,4070558.476,5320000000
149,6,5.700791836,medium_utility,500.0,0.238,1040394.51,1330000000
150,6,5.515506744,medium_residential,0.01,0.23,20.13159962,26600
151,6,5.515506744,small_community,0.15,0.23,301.9739942,399000
152,6,5.515506744,large_residential,0.015,0.23,30.19739942,39900
153,14,5.564688206,small_community,0.15,0.232,304.6666793,399000
154,6,5.645912647,small_community,0.15,0.235,309.1137174,399000
155,14,5.736292362,large_community,5.0,0.239,10468.73356,13300000
156,6,5.645912647,small_residential,0.005,0.235,10.30379058,13300
157,6,5.561819553,large_utility,2000.0,0.232,4060128.274,5320000000
158,14,5.736292362,small_utility,5.0,0.239,10468.73356,13300000
159,14,5.736292362,medium_community,2.0,0.239,4187.493424,5320000
160,6,5.631811142,small_residential,0.005,0.235,10.27805533,13300
161,14,5.767451763,medium_utility,500.0,0.24,1052559.947,1330000000
162,14,5.585693359,small_utility,5.0,0.233,10193.89038,13300000
163,14,5.733324528,medium_community,2.0,0.239,4185.326905,5320000
164,6,5.664083481,small_community,0.15,0.236,310.1085706,399000
165,6,5.554929733,large_utility,2000.0,0.231,4055098.705,5320000000
166,6,5.638816833,small_community,0.15,0.235,308.7252216,399000
167,6,5.638816833,medium_residential,0.01,0.235,20.58168144,26600
168,6,5.554929733,small_utility,5.0,0.231,10137.74676,13300000
169,6,5.554929733,medium_residential,0.01,0.231,20.27549353,26600
170,6,5.638816833,large_residential,0.015,0.235,30.87252216,39900
171,6,5.638816833,small_utility,5.0,0.235,10290.84072,13300000
172,6,5.566592693,small_utility,5.0,0.232,10159.03166,13300000
173,6,5.599429607,medium_community,2.0,0.233,4087.583613,5320000
174,6,5.646305084,small_residential,0.005,0.235,10.30450678,13300
175,6,5.646305084,medium_community,2.0,0.235,4121.802711,5320000
176,6,5.628505707,medium_utility,500.0,0.235,1027202.292,1330000000
177,6,5.628505707,large_utility,2000.0,0.235,4108809.166,5320000000
178,6,5.663019657,small_utility,5.0,0.236,10335.01087,13300000
179,6,5.602842331,large_residential,0.015,0.233,30.67556176,39900
180,6,5.646305084,medium_residential,0.01,0.235,20.60901356,26600
181,6,5.646305084,small_utility,5.0,0.235,10304.50678,13300000
182,6,5.628505707,large_utility,2000.0,0.235,4108809.166,5320000000
183,6,5.628505707,medium_residential,0.01,0.235,20.54404583,26600
184,6,5.663019657,small_community,0.15,0.236,310.0503262,399000
185,6,5.646305084,medium_utility,500.0,0.235,1030450.678,1330000000
186,6,5.646305084,large_utility,2000.0,0.235,4121802.711,5320000000
187,6,5.628505707,medium_utility,500.0,0.235,1027202.292,1330000000
188,6,5.628505707,small_community,0.15,0.235,308.1606875,399000
189,6,5.663019657,medium_community,2.0,0.236,4134.00435,5320000
190,6,5.594479084,small_residential,0.005,0.233,10.20992433,13300
191,6,5.650405407,medium_utility,500.0,0.235,1031198.987,1330000000
192,6,5.650405407,small_community,0.15,0.235,309.359696,399000
193,6,5.636257172,small_community,0.15,0.235,308.5850802,399000
194,6,5.650405407,large_utility,2000.0,0.235,4124795.947,5320000000
195,6,5.650405407,medium_utility,500.0,0.235,1031198.987,1330000000
196,6,5.636257172,medium_utility,500.0,0.235,1028616.934,1330000000
197,6,5.636257172,medium_residential,0.01,0.235,20.57233868,26600
198,6,5.823656559,medium_utility,500.0,0.243,1062817.322,1330000000
199,6,5.774646282,large_residential,0.015,0.241,31.61618839,39900
200,6,5.774646282,large_community,5.0,0.241,10538.72946,13300000
201,6,5.557097912,large_residential,0.015,0.232,30.42511107,39900
202,6,5.611459732,medium_utility,500.0,0.234,1024091.401,1330000000
203,6,5.611459732,large_residential,0.015,0.234,30.72274203,39900
204,6,5.675049305,small_community,0.15,0.236,310.7089494,399000
205,6,5.675049305,medium_community,2.0,0.236,4142.785993,5320000
206,6,5.823656559,small_residential,0.005,0.243,10.62817322,13300
207,6,5.774646282,small_utility,5.0,0.241,10538.72946,13300000
208,6,5.774646282,medium_residential,0.01,0.241,21.07745893,26600
209,6,5.611459732,medium_utility,500.0,0.234,1024091.401,1330000000
210,6,5.611459732,medium_community,2.0,0.234,4096.365604,5320000
211,6,5.675049305,large_community,5.0,0.236,10356.96498,13300000
212,6,5.675049305,large_utility,2000.0,0.236,4142785.993,5320000000
213,6,5.809427738,small_utility,5.0,0.242,10602.20562,13300000
214,6,5.768878937,large_utility,2000.0,0.24,4211281.624,5320000000
215,6,5.581815243,small_community,0.15,0.233,305.6043846,399000
216,6,5.525371075,large_utility,2000.0,0.23,4033520.885,5320000000
217,6,5.525371075,large_residential,0.015,0.23,30.25140664,39900
218,6,5.618663311,medium_residential,0.01,0.234,20.50812109,26600
219,6,5.618663311,medium_utility,500.0,0.234,1025406.054,1330000000
220,6,5.667853832,small_residential,0.005,0.236,10.34383324,13300
221,6,5.495424747,medium_community,2.0,0.229,4011.660065,5320000
222,6,5.585071564,medium_utility,500.0,0.233,1019275.56,1330000000
223,6,5.585071564,medium_residential,0.01,0.233,20.38551121,26600
224,6,5.555887699,medium_community,2.0,0.231,4055.79802,5320000
225,14,5.679401398,small_residential,0.005,0.237,10.36490755,13300
226,6,5.495424747,large_utility,2000.0,0.229,4011660.065,5320000000
227,6,5.585071564,medium_residential,0.01,0.233,20.38551121,26600
228,6,5.585071564,small_utility,5.0,0.233,10192.7556,13300000
229,6,5.689155102,medium_community,2.0,0.237,4153.083224,5320000
230,14,5.606077671,large_utility,2000.0,0.234,4092436.7,5320000000
231,14,5.600361347,small_utility,5.0,0.233,10220.65946,13300000
232,14,5.740956783,small_community,0.15,0.239,314.3173839,399000
233,14,5.740956783,large_community,5.0,0.239,10477.24613,13300000
234,6,5.825300217,large_utility,2000.0,0.243,4252469.158,5320000000
235,6,5.825300217,large_community,5.0,0.243,10631.1729,13300000
236,6,5.777421474,large_community,5.0,0.241,10543.79419,13300000
237,14,5.747537613,small_residential,0.005,0.239,10.48925614,13300
238,14,5.582433701,small_residential,0.005,0.233,10.1879415,13300
239,14,5.582433701,large_residential,0.015,0.233,30.56382451,39900
240,14,5.606077671,medium_residential,0.01,0.234,20.4621835,26600
241,14,5.664466381,small_utility,5.0,0.236,10337.65115,13300000
242,14,5.775526524,small_community,0.15,0.241,316.2100772,399000
243,6,5.747880936,small_residential,0.005,0.239,10.48988271,13300
244,6,5.825300217,large_community,5.0,0.243,10631.1729,13300000
245,6,5.825300217,medium_residential,0.01,0.243,21.26234579,26600
246,6,5.777421474,large_community,5.0,0.241,10543.79419,13300000
247,14,5.613239765,large_utility,2000.0,0.234,4097665.028,5320000000
248,14,5.775526524,medium_community,2.0,0.241,4216.134363,5320000
249,6,5.770179272,small_residential,0.005,0.24,10.53057717,13300
250,6,5.770179272,large_residential,0.015,0.24,31.59173151,39900
251,6,5.75136137,medium_residential,0.01,0.24,20.992469,26600
252,14,5.613239765,large_utility,2000.0,0.234,4097665.028,5320000000
253,14,5.775526524,large_utility,2000.0,0.241,4216134.363,5320000000
254,14,5.775526524,small_utility,5.0,0.241,10540.33591,13300000
255,14,5.62449789,medium_utility,500.0,0.234,1026470.865,1330000000
256,14,5.789461613,small_utility,5.0,0.241,10565.76744,13300000
257,14,5.802595615,large_utility,2000.0,0.242,4235894.799,5320000000
258,6,5.735169888,small_residential,0.005,0.239,10.46668505,13300
259,14,5.548397541,medium_utility,500.0,0.231,1012582.551,1330000000
260,14,5.62449789,small_community,0.15,0.234,307.9412595,399000
261,14,5.789461613,large_community,5.0,0.241,10565.76744,13300000
262,6,5.816857815,medium_utility,500.0,0.242,1061576.551,1330000000
263,6,5.816857815,small_residential,0.005,0.242,10.61576551,13300
264,6,5.798568249,large_community,5.0,0.242,10582.38705,13300000
265,6,5.73433733,small_residential,0.005,0.239,10.46516563,13300
266,6,5.73433733,small_community,0.15,0.239,313.9549688,399000
267,14,5.483583927,large_residential,0.015,0.228,30.022622,39900
268,14,5.483583927,large_residential,0.015,0.228,30.022622,39900
269,14,5.592875957,medium_community,2.0,0.233,4082.799449,5320000
270,14,5.799813747,medium_residential,0.01,0.242,21.16932018,26600
271,6,5.843627453,medium_residential,0.01,0.243,21.3292402,26600
272,6,5.816857815,small_residential,0.005,0.242,10.61576551,13300
273,6,5.816857815,medium_residential,0.01,0.242,21.23153102,26600
274,6,5.818783283,large_community,5.0,0.242,10619.27949,13300000
275,6,5.798568249,medium_residential,0.01,0.242,21.16477411,26600
276,6,5.73433733,large_residential,0.015,0.239,31.39549688,39900
277,6,5.73433733,small_utility,5.0,0.239,10465.16563,13300000
278,14,5.483583927,medium_community,2.0,0.228,4003.016267,5320000
279,14,5.592875957,small_community,0.15,0.233,306.2099586,399000
280,14,5.592875957,small_utility,5.0,0.233,10206.99862,13300000
281,6,5.80355978,large_utility,2000.0,0.242,4236598.639,5320000000
282,6,5.805077076,large_residential,0.015,0.242,31.78279699,39900
283,6,5.79346323,small_residential,0.005,0.241,10.57307039,13300
284,6,5.79346323,medium_utility,500.0,0.241,1057307.039,1330000000
285,6,5.793385029,small_residential,0.005,0.241,10.57292768,13300
286,6,5.852358341,small_community,0.15,0.244,320.4166192,399000
287,6,5.812918186,medium_community,2.0,0.242,4243.430276,5320000
288,6,5.812918186,medium_utility,500.0,0.242,1060857.569,1330000000
289,6,5.79346323,large_residential,0.015,0.241,31.71921118,39900
290,6,5.818461895,small_residential,0.005,0.242,10.61869296,13300
291,6,5.818461895,small_community,0.15,0.242,318.5607888,399000
292,6,5.793385029,large_utility,2000.0,0.241,4229171.071,5320000000
293,6,5.793385029,large_residential,0.015,0.241,31.71878303,39900
294,6,5.80355978,medium_residential,0.01,0.242,21.1829932,26600
295,6,5.744997501,medium_community,2.0,0.239,4193.848176,5320000
296,6,5.777888775,small_community,0.15,0.241,316.3394104,399000
297,6,5.665602207,medium_residential,0.01,0.236,20.67944806,26600
298,14,5.631869793,small_community,0.15,0.235,308.3448712,399000
299,6,5.744997501,small_community,0.15,0.239,314.5386132,399000
300,14,5.541569233,small_community,0.15,0.231,303.4009155,399000
301,14,5.631869793,large_community,5.0,0.235,10278.16237,13300000
302,6,5.779319286,large_residential,0.015,0.241,31.64177309,39900
303,6,5.738156796,medium_utility,500.0,0.239,1047213.615,1330000000
304,14,5.558044434,medium_utility,500.0,0.232,1014343.109,1330000000
305,6,5.779319286,large_residential,0.015,0.241,31.64177309,39900
306,6,5.738156796,medium_utility,500.0,0.239,1047213.615,1330000000
307,6,5.738156796,small_utility,5.0,0.239,10472.13615,13300000
308,14,5.682081699,medium_residential,0.01,0.237,20.7395982,26600
309,6,5.810209274,large_community,5.0,0.242,10603.63193,13300000
310,6,5.591361523,medium_community,2.0,0.233,4081.693912,5320000
311,6,5.623818874,medium_community,2.0,0.234,4105.387778,5320000
312,6,5.597940922,large_residential,0.015,0.233,30.64872655,39900
313,6,5.597940922,small_residential,0.005,0.233,10.21624218,13300
314,14,5.558770657,medium_utility,500.0,0.232,1014475.645,1330000000
315,6,5.834478855,medium_residential,0.01,0.243,21.29584782,26600
316,6,5.834478855,medium_community,2.0,0.243,4259.169564,5320000
317,14,5.60242033,small_community,0.15,0.233,306.7325131,399000
318,14,5.60242033,small_residential,0.005,0.233,10.2244171,13300
319,14,5.562967777,medium_community,2.0,0.232,4060.966477,5320000
320,6,5.834478855,medium_residential,0.01,0.243,21.29584782,26600
321,6,5.834478855,large_utility,2000.0,0.243,4259169.564,5320000000
322,14,5.60242033,large_residential,0.015,0.233,30.67325131,39900
323,14,5.60242033,large_utility,2000.0,0.233,4089766.841,5320000000
324,14,5.562967777,medium_residential,0.01,0.232,20.30483239,26600
325,6,5.834478855,large_utility,2000.0,0.243,4259169.564,5320000000
326,6,5.834478855,small_residential,0.005,0.243,10.64792391,13300
327,14,5.565608978,large_utility,2000.0,0.232,4062894.554,5320000000
328,14,5.60242033,medium_utility,500.0,0.233,1022441.71,1330000000
329,14,5.562967777,medium_residential,0.01,0.232,20.30483239,26600
330,6,5.849541187,small_residential,0.005,0.244,10.67541267,13300
331,6,5.725921631,large_community,5.0,0.239,10449.80698,13300000
332,6,5.68864584,medium_community,2.0,0.237,4152.711463,5320000
333,14,5.818380833,small_community,0.15,0.242,318.5563506,399000
334,6,5.790811062,medium_utility,500.0,0.241,1056823.019,1330000000
335,6,5.743328571,medium_residential,0.01,0.239,20.96314928,26600
336,6,5.743328571,medium_residential,0.01,0.239,20.96314928,26600
337,6,5.687299728,medium_residential,0.01,0.237,20.75864401,26600
338,6,5.687299728,large_community,5.0,0.237,10379.322,13300000
339,6,5.684117794,small_utility,5.0,0.237,10373.51497,13300000
340,6,5.684117794,small_community,0.15,0.237,311.2054492,399000
341,14,5.761397839,medium_residential,0.01,0.24,21.02910211,26600
342,14,5.761397839,small_residential,0.005,0.24,10.51455106,13300
343,6,5.789018154,medium_utility,500.0,0.241,1056495.813,1330000000
344,6,5.748200893,medium_residential,0.01,0.24,20.98093326,26600
345,6,5.748200893,medium_residential,0.01,0.24,20.98093326,26600
346,6,5.790442944,large_community,5.0,0.241,10567.55837,13300000
347,6,5.693926334,large_community,5.0,0.237,10391.41556,13300000
348,6,5.687299728,large_utility,2000.0,0.237,4151728.801,5320000000
349,6,5.687299728,medium_utility,500.0,0.237,1037932.2,1330000000
350,6,5.684117794,large_utility,2000.0,0.237,4149405.99,5320000000
351,6,5.684117794,large_community,5.0,0.237,10373.51497,13300000
352,6,5.63804388,small_utility,5.0,0.235,10289.43008,13300000
353,6,5.63804388,medium_residential,0.01,0.235,20.57886016,26600
354,6,5.652739048,medium_community,2.0,0.236,4126.499505,5320000
355,6,5.611329556,large_community,5.0,0.234,10240.67644,13300000
356,6,5.642652512,large_utility,2000.0,0.235,4119136.334,5320000000
357,6,5.642652512,large_residential,0.015,0.235,30.8935225,39900
358,14,5.761397839,large_utility,2000.0,0.24,4205820.422,5320000000
359,6,5.789018154,medium_residential,0.01,0.241,21.12991626,26600
360,6,5.789018154,medium_community,2.0,0.241,4225.983252,5320000
361,6,5.748200893,large_community,5.0,0.24,10490.46663,13300000
362,6,5.687299728,large_community,5.0,0.237,10379.322,13300000
363,6,5.684117794,large_utility,2000.0,0.237,4149405.99,5320000000
364,6,5.684117794,small_utility,5.0,0.237,10373.51497,13300000
365,6,5.608572006,medium_utility,500.0,0.234,1023564.391,1330000000
366,6,5.616368771,medium_community,2.0,0.234,4099.949203,5320000
367,6,5.616368771,large_community,5.0,0.234,10249.87301,13300000
368,6,5.627236843,small_community,0.15,0.234,308.0912172,399000
369,6,5.642652512,large_utility,2000.0,0.235,4119136.334,5320000000
370,6,5.601514816,medium_residential,0.01,0.233,20.44552908,26600
371,6,5.847081661,small_utility,5.0,0.244,10670.92403,13300000
372,6,5.616368771,small_community,0.15,0.234,307.4961902,399000
373,6,5.616368771,small_residential,0.005,0.234,10.24987301,13300
374,6,5.627236843,small_community,0.15,0.234,308.0912172,399000
375,6,5.622318268,small_residential,0.005,0.234,10.26073084,13300
376,6,5.863542557,small_residential,0.005,0.244,10.70096517,13300
377,6,5.896897793,small_utility,5.0,0.246,10761.83847,13300000
378,6,5.874094009,large_residential,0.015,0.245,32.1606647,39900
379,6,5.874094009,small_utility,5.0,0.245,10720.22157,13300000
380,6,5.863542557,medium_utility,500.0,0.244,1070096.517,1330000000
381,6,5.863542557,large_residential,0.015,0.244,32.1028955,39900
382,6,5.746667862,small_residential,0.005,0.239,10.48766885,13300
383,6,5.743209362,large_residential,0.015,0.239,31.44407126,39900
384,6,5.69969368,medium_community,2.0,0.237,4160.776386,5320000
385,6,5.69969368,small_utility,5.0,0.237,10401.94097,13300000
386,6,5.874094009,medium_community,2.0,0.245,4288.088627,5320000
387,6,5.874094009,medium_community,2.0,0.245,4288.088627,5320000
388,6,5.863542557,small_residential,0.005,0.244,10.70096517,13300
389,6,5.863542557,small_community,0.15,0.244,321.028955,399000
390,6,5.743209362,large_utility,2000.0,0.239,4192542.834,5320000000
391,6,5.69969368,large_utility,2000.0,0.237,4160776.386,5320000000
392,6,5.69969368,large_utility,2000.0,0.237,4160776.386,5320000000
393,6,5.6374259,medium_utility,500.0,0.235,1028830.227,1330000000
394,6,5.6374259,medium_residential,0.01,0.235,20.57660454,26600
395,6,5.884673595,small_residential,0.005,0.245,10.73952931,13300
396,6,5.656702042,small_community,0.15,0.236,309.7044368,399000
397,6,5.656702042,large_residential,0.015,0.236,30.97044368,39900
398,6,5.680615902,small_community,0.15,0.237,311.0137206,399000
399,6,5.680615902,small_residential,0.005,0.237,10.36712402,13300
400,6,5.669565201,medium_community,2.0,0.236,4138.782597,5320000
401,6,5.669565201,small_community,0.15,0.236,310.4086948,399000
402,6,5.689376354,large_community,5.0,0.237,10383.11185,13300000
403,14,5.575898647,medium_community,2.0,0.232,4070.406012,5320000
404,6,5.656702042,small_utility,5.0,0.236,10323.48123,13300000
405,6,5.680615902,small_residential,0.005,0.237,10.36712402,13300
406,6,5.680615902,large_utility,2000.0,0.237,4146849.608,5320000000
407,6,5.592651844,medium_utility,500.0,0.233,1020658.962,1330000000
408,6,5.592651844,large_residential,0.015,0.233,30.61976885,39900
409,6,5.624443054,medium_community,2.0,0.234,4105.843429,5320000
410,6,5.624443054,small_residential,0.005,0.234,10.26460857,13300
411,14,5.870065212,large_utility,2000.0,0.245,4285147.605,5320000000
412,6,5.896185398,small_residential,0.005,0.246,10.76053835,13300
413,6,5.809503078,large_residential,0.015,0.242,31.80702935,39900
414,6,5.659137726,medium_community,2.0,0.236,4131.17054,5320000
415,6,5.655759335,small_residential,0.005,0.236,10.32176079,13300
416,6,5.587877274,large_community,5.0,0.233,10197.87603,13300000
417,6,5.592651844,large_residential,0.015,0.233,30.61976885,39900
418,6,5.624443054,medium_utility,500.0,0.234,1026460.857,1330000000
419,14,5.563392639,small_utility,5.0,0.232,10153.19157,13300000
420,6,5.896185398,medium_utility,500.0,0.246,1076053.835,1330000000
421,6,5.896185398,small_residential,0.005,0.246,10.76053835,13300
422,6,5.809503078,medium_residential,0.01,0.242,21.20468623,26600
423,14,5.664613247,medium_community,2.0,0.236,4135.16767,5320000
