id,lat,long,state,farm_type,irradiance,lcoe,capacity,capacity_factor,power_generation,estimated_cost
3230,34.441349,-101.204956,Texas,large_utility,6.220813274,39,2000.0,0.259,4541193.69,5320000000
3231,34.442535,-101.182831,Texas,medium_community,6.150876999,39,2.0,0.256,4490.140209,5320000
3232,34.443722,-101.160706,Texas,large_community,6.150876999,39,5.0,0.256,11225.35052,13300000
3233,34.444885,-101.13858,Texas,medium_utility,6.121171951,39,500.0,0.255,1117113.881,1330000000
3234,34.44606,-101.116425,Texas,large_residential,6.134166718,39,0.015,0.256,33.58456278,39900
3235,34.447235,-101.094299,Texas,small_community,6.134166718,39,0.15,0.256,335.8456278,399000
3236,34.518677,-99.476379,Oklahoma,medium_residential,5.953275681,41,0.01,0.248,21.72945624,26600
3237,34.519463,-99.454224,Oklahoma,medium_utility,5.953275681,41,500.0,0.248,1086472.812,1330000000
3238,34.576881,-96.87793,Oklahoma,small_community,5.57877779,41,0.15,0.232,305.438084,399000
3239,34.577084,-96.855713,Oklahoma,large_residential,5.57877779,41,0.015,0.232,30.5438084,39900
3240,34.577278,-96.833496,Oklahoma,large_residential,5.615036011,41,0.015,0.234,30.74232216,39900
3241,34.578644,-95.344299,Oklahoma,small_community,5.218995571,41,0.15,0.217,285.7400075,399000
3242,34.578487,-95.322083,Oklahoma,medium_residential,5.218995571,41,0.01,0.217,19.04933383,26600
3243,34.577995,-95.255402,Oklahoma,large_utility,5.29104805,41,2000.0,0.22,3862465.077,5320000000
3244,34.577831,-95.233185,Oklahoma,medium_utility,5.250052452,41,500.0,0.219,958134.5725,1330000000
3245,34.577648,-95.210938,Oklahoma,medium_community,5.250052452,41,2.0,0.219,3832.53829,5320000
3246,34.577477,-95.188721,Oklahoma,medium_community,5.206104755,41,2.0,0.217,3800.456471,5320000
3247,34.577278,-95.166504,Oklahoma,large_residential,5.206104755,41,0.015,0.217,28.50342353,39900
3248,34.577084,-95.144287,Oklahoma,small_residential,5.195868969,41,0.005,0.216,9.482460868,13300
3249,34.576881,-95.12207,Oklahoma,small_community,5.195868969,41,0.15,0.216,284.4738261,399000
3250,34.302425,-88.652313,Mississippi,large_residential,5.293996811,38,0.015,0.221,28.98463254,39900
3251,33.95826,-85.033203,Georgia,large_community,5.306155205,41,5.0,0.221,9683.733249,13300000
3252,32.753693,-114.75882,California,medium_community,6.817960739,41,2.0,0.284,4977.111339,5320000
3253,32.757912,-114.737778,California,medium_community,6.817960739,41,2.0,0.284,4977.111339,5320000
3254,33.424839,-111.018005,Arizona,large_utility,6.527970791,36,2000.0,0.272,4765418.677,5320000000
3255,33.848236,-108.036896,New Mexico,large_utility,6.468575954,34,2000.0,0.27,4722060.446,5320000000
3256,34.048973,-106.314514,New Mexico,large_community,6.605632782,34,5.0,0.275,12055.27983,13300000
3257,34.051308,-106.292633,New Mexico,small_utility,6.605632782,34,5.0,0.275,12055.27983,13300000
3258,34.053654,-106.270782,New Mexico,medium_utility,6.533359528,34,500.0,0.272,1192338.114,1330000000
3259,34.106094,-105.767365,New Mexico,small_utility,6.468822956,34,5.0,0.27,11805.60189,13300000
3260,34.134586,-105.482483,New Mexico,large_utility,6.45027113,34,2000.0,0.269,4708697.925,5320000000
3261,34.141048,-105.416718,New Mexico,small_utility,6.430406094,34,5.0,0.268,11735.49112,13300000
3262,34.143188,-105.394791,New Mexico,medium_residential,6.453510761,34,0.01,0.269,23.55531428,26600
3263,34.145325,-105.372864,New Mexico,large_utility,6.453510761,34,2000.0,0.269,4711062.856,5320000000
3264,34.284332,-103.812439,New Mexico,small_community,6.519674778,34,0.15,0.272,356.9521941,399000
3265,34.429615,-101.737549,Texas,large_residential,6.271630764,39,0.015,0.261,34.33717843,39900
3266,34.430931,-101.715393,Texas,small_community,6.270853519,39,0.15,0.261,343.3292302,399000
3267,34.432236,-101.693298,Texas,large_residential,6.270853519,39,0.015,0.261,34.33292302,39900
3268,34.433525,-101.671173,Texas,large_residential,6.295202732,39,0.015,0.262,34.46623496,39900
3269,34.434818,-101.649048,Texas,small_utility,6.295202732,39,5.0,0.262,11488.74499,13300000
3270,34.437386,-101.604797,Texas,small_community,6.278329849,39,0.15,0.262,343.7385592,399000
3271,34.438663,-101.582672,Texas,small_community,6.249650478,39,0.15,0.26,342.1683637,399000
3272,34.439934,-101.560547,Texas,medium_utility,6.249650478,39,500.0,0.26,1140561.212,1330000000
3273,34.4412,-101.538422,Texas,medium_community,6.268759251,39,2.0,0.261,4576.194253,5320000
3274,34.442467,-101.516296,Texas,small_community,6.262954712,39,0.15,0.261,342.8967705,399000
3275,34.444981,-101.472046,Texas,medium_utility,6.272743702,39,500.0,0.261,1144775.726,1330000000
3276,34.446224,-101.44989,Texas,large_residential,6.272743702,39,0.015,0.261,34.34327177,39900
3277,34.44746,-101.427765,Texas,small_residential,6.227870941,39,0.005,0.259,11.36586447,13300
3278,34.456013,-101.272827,Texas,large_residential,6.212682247,39,0.015,0.259,34.0144353,39900
3279,34.457218,-101.250702,Texas,medium_residential,6.212682247,39,0.01,0.259,22.6762902,26600
3280,34.458412,-101.228546,Texas,medium_residential,6.220813274,39,0.01,0.259,22.70596845,26600
3281,34.459602,-101.206421,Texas,medium_utility,6.220813274,39,500.0,0.259,1135298.423,1330000000
3282,34.460785,-101.184265,Texas,small_utility,6.150876999,39,5.0,0.256,11225.35052,13300000
3283,34.461971,-101.16214,Texas,small_utility,6.150876999,39,5.0,0.256,11225.35052,13300000
3284,34.463146,-101.139984,Texas,small_community,6.121171951,39,0.15,0.255,335.1341643,399000
3285,34.464317,-101.117859,Texas,small_residential,6.134166718,39,0.005,0.256,11.19485426,13300
3286,34.465488,-101.095703,Texas,large_community,6.134166718,39,5.0,0.256,11194.85426,13300000
3287,34.511784,-100.120667,Texas,small_residential,6.06029892,39,0.005,0.253,11.06004553,13300
3288,34.536156,-99.499542,Oklahoma,large_community,5.961385727,41,5.0,0.248,10879.52895,13300000
3289,34.536949,-99.477356,Oklahoma,medium_community,5.953275681,41,2.0,0.248,4345.891247,5320000
3290,34.53775,-99.45517,Oklahoma,small_residential,5.953275681,41,0.005,0.248,10.86472812,13300
3291,34.552517,-99.01123,Oklahoma,small_residential,5.942698956,41,0.005,0.248,10.84542559,13300
3292,34.5532,-98.989014,Oklahoma,medium_utility,5.904610157,41,500.0,0.246,1077591.354,1330000000
3293,34.553883,-98.966827,Oklahoma,small_residential,5.904610157,41,0.005,0.246,10.77591354,13300
3294,34.585052,-97.656158,Oklahoma,large_community,5.642269135,41,5.0,0.235,10297.14117,13300000
3295,34.585426,-97.633942,Oklahoma,large_residential,5.628219128,41,0.015,0.235,30.81449973,39900
3296,34.586159,-97.589478,Oklahoma,large_utility,5.636416912,41,2000.0,0.235,4114584.346,5320000000
3297,34.596939,-95.344116,Oklahoma,medium_community,5.257702351,41,2.0,0.219,3838.122716,5320000
3298,34.596298,-95.255188,Oklahoma,medium_community,5.219759464,41,2.0,0.217,3810.424409,5320000
3299,34.596123,-95.232971,Oklahoma,small_utility,5.212918758,41,5.0,0.217,9513.576733,13300000
3300,34.595947,-95.210724,Oklahoma,medium_utility,5.212918758,41,500.0,0.217,951357.6733,1330000000
3301,34.595764,-95.188507,Oklahoma,large_community,5.283506393,41,5.0,0.22,9642.399167,13300000
3302,34.595577,-95.16626,Oklahoma,medium_utility,5.283506393,41,500.0,0.22,964239.9167,1330000000
3303,34.595379,-95.144043,Oklahoma,medium_utility,5.278390408,41,500.0,0.22,963306.2495,1330000000
3304,34.595184,-95.121826,Oklahoma,medium_community,5.278390408,41,2.0,0.22,3853.224998,5320000
3305,34.591873,-94.810608,Oklahoma,large_residential,5.209932804,41,0.015,0.217,28.5243821,39900
3306,34.591599,-94.788361,Oklahoma,large_residential,5.185138226,41,0.015,0.216,28.38863179,39900
3307,34.470093,-90.992859,Arkansas,large_utility,5.36316824,40,2000.0,0.223,3915112.815,5320000000
3308,32.767143,-114.784882,California,large_community,6.793189526,41,5.0,0.283,12397.57088,13300000
3309,32.887836,-114.173676,Arizona,small_community,6.806781769,36,0.15,0.284,372.6713019,399000
3310,32.891933,-114.152557,Arizona,medium_residential,6.812654495,36,0.01,0.284,24.86618891,26600
3311,33.863556,-108.06192,New Mexico,small_community,6.376302242,34,0.15,0.266,349.1025477,399000
3312,33.866295,-108.040192,New Mexico,small_residential,6.376302242,34,0.005,0.266,11.63675159,13300
3313,33.869022,-108.018448,New Mexico,medium_utility,6.468575954,34,500.0,0.27,1180515.112,1330000000
3314,34.067089,-106.317352,New Mexico,large_utility,6.605632782,34,2000.0,0.275,4822111.931,5320000000
3315,34.069435,-106.295471,New Mexico,large_community,6.605632782,34,5.0,0.275,12055.27983,13300000
3316,34.071777,-106.27359,New Mexico,small_residential,6.606626511,34,0.005,0.275,12.05709338,13300
3317,34.074112,-106.251724,New Mexico,medium_community,6.606626511,34,2.0,0.275,4822.837353,5320000
3318,34.150578,-105.507019,New Mexico,small_community,6.448160648,34,0.15,0.269,353.0367955,399000
3319,34.447865,-101.739136,Texas,medium_community,6.261291504,39,2.0,0.261,4570.742798,5320000
3320,34.449177,-101.71698,Texas,large_residential,6.270853519,39,0.015,0.261,34.33292302,39900
3321,34.450474,-101.694855,Texas,medium_utility,6.270853519,39,500.0,0.261,1144430.767,1330000000
3322,34.451775,-101.672729,Texas,small_community,6.295202732,39,0.15,0.262,344.6623496,399000
3323,34.453068,-101.650604,Texas,small_residential,6.295202732,39,0.005,0.262,11.48874499,13300
3324,34.455643,-101.606354,Texas,large_community,6.278329849,39,5.0,0.262,11457.95197,13300000
3325,34.456917,-101.584229,Texas,small_community,6.249650478,39,0.15,0.26,342.1683637,399000
3326,34.458191,-101.562073,Texas,large_community,6.249650478,39,5.0,0.26,11405.61212,13300000
3327,34.459454,-101.539948,Texas,small_residential,6.268759251,39,0.005,0.261,11.44048563,13300
3328,34.46072,-101.517822,Texas,large_residential,6.262954712,39,0.015,0.261,34.28967705,39900
3329,34.46323,-101.473541,Texas,large_residential,6.272743702,39,0.015,0.261,34.34327177,39900
3330,34.464478,-101.451416,Texas,medium_utility,6.272743702,39,500.0,0.261,1144775.726,1330000000
3331,34.465717,-101.42926,Texas,medium_residential,6.227870941,39,0.01,0.259,22.73172893,26600
3332,34.47427,-101.274292,Texas,medium_utility,6.214739323,39,500.0,0.259,1134189.926,1330000000
3333,34.475475,-101.252136,Texas,large_residential,6.214739323,39,0.015,0.259,34.02569779,39900
3334,34.476662,-101.230011,Texas,large_utility,6.224924088,39,2000.0,0.259,4544194.584,5320000000
3335,34.477859,-101.207855,Texas,medium_community,6.224924088,39,2.0,0.259,4544.194584,5320000
3336,34.479042,-101.185699,Texas,small_utility,6.179779053,39,5.0,0.257,11278.09677,13300000
3337,34.480225,-101.163574,Texas,small_community,6.179779053,39,0.15,0.257,338.3429032,399000
3338,34.481407,-101.141418,Texas,large_community,6.091422558,39,5.0,0.254,11116.84617,13300000
3339,34.482578,-101.119263,Texas,medium_residential,6.109594345,39,0.01,0.255,22.30001936,26600
3340,34.483746,-101.097107,Texas,large_community,6.109594345,39,5.0,0.255,11150.00968,13300000
3341,34.555237,-99.478333,Oklahoma,medium_community,5.990118027,41,2.0,0.25,4372.78616,5320000
3342,34.556026,-99.456116,Oklahoma,small_utility,5.990118027,41,5.0,0.25,10931.9654,13300000
3343,34.57011,-99.034271,Oklahoma,medium_residential,5.942698956,41,0.01,0.248,21.69085119,26600
3344,34.570805,-99.012054,Oklahoma,small_residential,5.942698956,41,0.005,0.248,10.84542559,13300
3345,34.571484,-98.989868,Oklahoma,large_residential,5.904610157,41,0.015,0.246,32.32774061,39900
3346,34.572178,-98.967651,Oklahoma,medium_residential,5.904610157,41,0.01,0.246,21.55182707,26600
3347,34.602962,-97.678864,Oklahoma,small_residential,5.649936199,41,0.005,0.235,10.31113356,13300
3348,34.603348,-97.656616,Oklahoma,medium_utility,5.649936199,41,500.0,0.235,1031113.356,1330000000
3349,34.604092,-97.612152,Oklahoma,small_utility,5.653362751,41,5.0,0.236,10317.38702,13300000
3350,34.604454,-97.589935,Oklahoma,large_community,5.648366451,41,5.0,0.235,10308.26877,13300000
3351,34.614429,-96.767242,Oklahoma,small_utility,5.598736286,41,5.0,0.233,10217.69372,13300000
3352,34.613884,-95.166046,Oklahoma,large_residential,5.283506393,41,0.015,0.22,28.9271975,39900
3353,34.613686,-95.143799,Oklahoma,small_residential,5.278390408,41,0.005,0.22,9.633062495,13300
3354,34.613495,-95.121582,Oklahoma,large_residential,5.278390408,41,0.015,0.22,28.89918748,39900
3355,34.61097,-94.876953,Oklahoma,small_community,5.248564243,41,0.15,0.219,287.3588923,399000
3356,34.610714,-94.854736,Oklahoma,small_community,5.248564243,41,0.15,0.219,287.3588923,399000
3357,34.610447,-94.832489,Oklahoma,large_residential,5.209932804,41,0.015,0.217,28.5243821,39900
3358,34.610176,-94.810272,Oklahoma,large_community,5.209932804,41,5.0,0.217,9508.127367,13300000
3359,34.609905,-94.788025,Oklahoma,large_community,5.185138226,41,5.0,0.216,9462.877262,13300000
3360,34.514343,-91.523376,Arkansas,medium_utility,5.415929794,40,500.0,0.226,988407.1874,1330000000
3361,32.78907,-114.76886,California,small_utility,6.793189526,41,5.0,0.283,12397.57088,13300000
3362,32.793304,-114.747818,California,small_community,6.840103626,41,0.15,0.285,374.4956735,399000
3363,32.90147,-114.199677,Arizona,medium_utility,6.806781769,36,500.0,0.284,1242237.673,1330000000
3364,32.905567,-114.178558,Arizona,large_residential,6.806781769,36,0.015,0.284,37.26713019,39900
3365,32.90966,-114.15744,Arizona,medium_residential,6.812654495,36,0.01,0.284,24.86618891,26600
3366,33.573555,-110.294876,Arizona,large_community,6.43631506,36,5.0,0.268,11746.27498,13300000
3367,33.75629,-109.020203,New Mexico,large_residential,6.17773819,34,0.015,0.257,33.82311659,39900
3368,33.881607,-108.065231,New Mexico,medium_utility,6.507377625,34,500.0,0.271,1187596.417,1330000000
3369,33.884338,-108.043488,New Mexico,small_residential,6.507377625,34,0.005,0.271,11.87596417,13300
3370,33.887077,-108.021729,New Mexico,medium_residential,6.509710312,34,0.01,0.271,23.76044264,26600
3371,34.085205,-106.320175,New Mexico,large_residential,6.627237797,34,0.015,0.276,36.28412694,39900
3372,34.137917,-105.816574,New Mexico,medium_community,6.481790543,34,2.0,0.27,4731.707096,5320000
3373,34.160015,-105.597366,New Mexico,medium_residential,6.401829243,34,0.01,0.267,23.36667674,26600
3374,34.466114,-101.740723,Texas,medium_community,6.261291504,39,2.0,0.261,4570.742798,5320000
3375,34.467419,-101.718567,Texas,small_residential,6.270853519,39,0.005,0.261,11.44430767,13300
3376,34.468723,-101.696442,Texas,small_residential,6.270853519,39,0.005,0.261,11.44430767,13300
3377,34.470024,-101.674316,Texas,medium_community,6.264135838,39,2.0,0.261,4572.819162,5320000
3378,34.475166,-101.585754,Texas,large_community,6.316248417,39,5.0,0.263,11527.15336,13300000
3379,34.47644,-101.563629,Texas,large_utility,6.316248417,39,2000.0,0.263,4610861.344,5320000000
3380,34.477707,-101.541504,Texas,large_community,6.289021969,39,5.0,0.262,11477.46509,13300000
3381,34.478966,-101.519348,Texas,small_community,6.243795872,39,0.15,0.26,341.847824,399000
3382,34.48148,-101.475067,Texas,medium_utility,6.233038425,39,500.0,0.26,1137529.513,1330000000
3383,34.482727,-101.452911,Texas,large_residential,6.233038425,39,0.015,0.26,34.12588538,39900
3384,34.483971,-101.430786,Texas,small_residential,6.243175983,39,0.005,0.26,11.39379617,13300
3385,34.492519,-101.275757,Texas,medium_residential,6.214739323,39,0.01,0.259,22.68379853,26600
3386,34.493725,-101.253601,Texas,medium_community,6.214739323,39,2.0,0.259,4536.759706,5320000
3387,34.494923,-101.231445,Texas,small_utility,6.224924088,39,5.0,0.259,11360.48646,13300000
3388,34.496117,-101.20929,Texas,large_utility,6.224924088,39,2000.0,0.259,4544194.584,5320000000
3389,34.497307,-101.187134,Texas,large_community,6.179779053,39,5.0,0.257,11278.09677,13300000
3390,34.498482,-101.164978,Texas,small_utility,6.179779053,39,5.0,0.257,11278.09677,13300000
3391,34.499657,-101.142822,Texas,small_community,6.091422558,39,0.15,0.254,333.5053851,399000
3392,34.500832,-101.120697,Texas,small_utility,6.091422558,39,5.0,0.254,11116.84617,13300000
3393,34.501995,-101.098541,Texas,large_residential,6.109594345,39,0.015,0.255,33.45002904,39900
3394,34.589092,-99.012878,Oklahoma,large_residential,5.942698956,41,0.015,0.248,32.53627678,39900
3395,34.589783,-98.990692,Oklahoma,small_community,5.904610157,41,0.15,0.246,323.2774061,399000
3396,34.59045,-98.968475,Oklahoma,small_community,5.961078167,41,0.15,0.248,326.3690296,399000
3397,34.621262,-97.679321,Oklahoma,large_utility,5.649936199,41,2000.0,0.235,4124453.425,5320000000
3398,34.621651,-97.657074,Oklahoma,medium_utility,5.649936199,41,500.0,0.235,1031113.356,1330000000
3399,34.623119,-97.568146,Oklahoma,medium_utility,5.648366451,41,500.0,0.235,1030826.877,1330000000
3400,34.623474,-97.545898,Oklahoma,medium_community,5.658109188,41,2.0,0.236,4130.419707,5320000
3401,34.631985,-96.856445,Oklahoma,large_community,5.601109982,41,5.0,0.233,10222.02572,13300000
3402,34.632374,-96.811951,Oklahoma,large_residential,5.592478275,41,0.015,0.233,30.61881856,39900
3403,34.632545,-96.789703,Oklahoma,large_residential,5.631732464,41,0.015,0.235,30.83373524,39900
3404,34.632732,-96.767456,Oklahoma,small_residential,5.631732464,41,0.005,0.235,10.27791175,13300
3405,34.6329,-96.745209,Oklahoma,medium_residential,5.59803009,41,0.01,0.233,20.43280983,26600
3406,34.633068,-96.722961,Oklahoma,large_community,5.59803009,41,5.0,0.233,10216.40491,13300000
3407,34.629276,-94.876648,Oklahoma,medium_community,5.248564243,41,2.0,0.219,3831.451897,5320000
3408,34.629002,-94.854431,Oklahoma,small_community,5.248564243,41,0.15,0.219,287.3588923,399000
3409,34.628746,-94.832184,Oklahoma,medium_community,5.209932804,41,2.0,0.217,3803.250947,5320000
3410,34.628483,-94.809937,Oklahoma,small_community,5.209932804,41,0.15,0.217,285.243821,399000
3411,34.628201,-94.787689,Oklahoma,medium_community,5.185138226,41,2.0,0.216,3785.150905,5320000
3412,33.177143,-79.284637,South Carolina,small_community,5.432722092,42,0.15,0.226,297.4415345,399000
3413,32.923298,-114.183441,Arizona,small_community,6.783361912,36,0.15,0.283,371.3890647,399000
3414,32.927391,-114.162308,Arizona,large_residential,6.783361912,36,0.015,0.283,37.13890647,39900
3415,32.992279,-113.823959,Arizona,large_community,6.800080776,36,5.0,0.283,12410.14742,13300000
3416,33.020306,-113.67572,Arizona,small_community,6.735723972,36,0.15,0.281,368.7808875,399000
3417,33.024284,-113.654541,Arizona,small_community,6.735723972,36,0.15,0.281,368.7808875,399000
3418,33.028263,-113.633347,Arizona,small_utility,6.700913906,36,5.0,0.279,12229.16788,13300000
3419,33.768379,-109.067108,Arizona,large_residential,6.178026199,36,0.015,0.257,33.82469344,39900
3420,33.771339,-109.045441,New Mexico,medium_utility,6.178026199,34,500.0,0.257,1127489.781,1330000000
3421,33.780209,-108.980438,New Mexico,small_community,6.243369579,34,0.15,0.26,341.8244845,399000
3422,33.899651,-108.068527,New Mexico,medium_community,6.507377625,34,2.0,0.271,4750.385666,5320000
3423,33.90239,-108.046783,New Mexico,large_community,6.507377625,34,5.0,0.271,11875.96417,13300000
3424,33.905132,-108.025024,New Mexico,medium_utility,6.509710312,34,500.0,0.271,1188022.132,1330000000
3425,34.103325,-106.323013,New Mexico,large_residential,6.627237797,34,0.015,0.276,36.28412694,39900
3426,34.391792,-103.135101,New Mexico,medium_utility,6.411478519,34,500.0,0.267,1170094.83,1330000000
3427,34.485668,-101.720154,Texas,large_residential,6.308309078,39,0.015,0.263,34.5379922,39900
3428,34.486973,-101.698029,Texas,small_residential,6.288043976,39,0.005,0.262,11.47568026,13300
3429,34.509567,-101.299377,Texas,small_utility,6.243471146,39,5.0,0.26,11394.33484,13300000
3430,34.510777,-101.277222,Texas,medium_community,6.210609913,39,2.0,0.259,4533.745236,5320000
3431,34.511982,-101.255066,Texas,medium_residential,6.210609913,39,0.01,0.259,22.66872618,26600
3432,34.513184,-101.23291,Texas,small_community,6.17766571,39,0.15,0.257,338.2271976,399000
3433,34.51437,-101.210754,Texas,large_residential,6.17766571,39,0.015,0.257,33.82271976,39900
3434,34.515564,-101.188599,Texas,small_residential,6.129224777,39,0.005,0.255,11.18583522,13300
3435,34.516739,-101.166443,Texas,large_utility,6.129224777,39,2000.0,0.255,4474334.087,5320000000
3436,34.517914,-101.144257,Texas,large_community,6.044300079,39,5.0,0.252,11030.84764,13300000
3437,34.593372,-99.435852,Oklahoma,large_residential,6.012683868,41,0.015,0.251,32.91944418,39900
3438,34.594166,-99.413635,Oklahoma,medium_residential,6.012683868,41,0.01,0.251,21.94629612,26600
3439,34.594936,-99.391418,Oklahoma,small_utility,5.978614807,41,5.0,0.249,10910.97202,13300000
3440,34.603153,-99.147034,Oklahoma,medium_community,5.979349136,41,2.0,0.249,4364.924869,5320000
3441,34.603878,-99.124817,Oklahoma,large_community,5.979349136,41,5.0,0.249,10912.31217,13300000
3442,34.604584,-99.1026,Oklahoma,medium_utility,5.951571941,41,500.0,0.248,1086161.879,1330000000
3443,34.608063,-98.991516,Oklahoma,large_utility,5.961078167,41,2000.0,0.248,4351587.062,5320000000
3444,34.608742,-98.969299,Oklahoma,small_community,5.961078167,41,0.15,0.248,326.3690296,399000
3445,34.609421,-98.947083,Oklahoma,medium_utility,5.90931654,41,500.0,0.246,1078450.269,1330000000
3446,34.639565,-97.679779,Oklahoma,medium_residential,5.662379742,41,0.01,0.236,20.66768606,26600
3447,34.64106,-97.59082,Oklahoma,large_utility,5.613680363,41,2000.0,0.234,4097986.665,5320000000
3448,34.641411,-97.568573,Oklahoma,medium_community,5.613680363,41,2.0,0.234,4097.986665,5320000
3449,34.641769,-97.546326,Oklahoma,small_utility,5.614278793,41,5.0,0.234,10246.0588,13300000
3450,34.650482,-96.834412,Oklahoma,medium_community,5.592478275,41,2.0,0.233,4082.509141,5320000
3451,34.650665,-96.812164,Oklahoma,large_community,5.592478275,41,5.0,0.233,10206.27285,13300000
3452,34.650845,-96.789917,Oklahoma,small_residential,5.631732464,41,0.005,0.235,10.27791175,13300
3453,34.651031,-96.76767,Oklahoma,medium_residential,5.631732464,41,0.01,0.235,20.55582349,26600
3454,34.651203,-96.745422,Oklahoma,medium_community,5.59803009,41,2.0,0.233,4086.561966,5320000
3455,34.651371,-96.723175,Oklahoma,medium_utility,5.59803009,41,500.0,0.233,1021640.491,1330000000
3456,34.654026,-95.922119,Oklahoma,medium_residential,5.366308689,41,0.01,0.224,19.58702671,26600
3457,34.653362,-95.632843,Oklahoma,medium_community,5.358490467,41,2.0,0.223,3911.698041,5320000
3458,34.647572,-94.876343,Oklahoma,small_utility,5.173843384,41,5.0,0.216,9442.264176,13300000
3459,34.647316,-94.854095,Oklahoma,medium_community,5.173843384,41,2.0,0.216,3776.90567,5320000
3460,34.647045,-94.831848,Oklahoma,medium_utility,5.205555439,41,500.0,0.217,950013.8676,1330000000
3461,34.646782,-94.809601,Oklahoma,small_community,5.205555439,41,0.15,0.217,285.0041603,399000
3462,34.365101,-88.511841,Mississippi,large_residential,5.245147228,38,0.015,0.219,28.71718107,39900
3463,33.838154,-83.4534,Georgia,large_utility,5.403629303,41,2000.0,0.225,3944649.391,5320000000
3464,33.664768,-82.197449,South Carolina,medium_community,5.445398808,42,2.0,0.227,3975.14113,5320000
3465,33.363693,-80.262238,South Carolina,large_community,5.425572872,42,5.0,0.226,9901.670491,13300000
3466,33.001987,-113.871094,Arizona,medium_community,6.81213522,36,2.0,0.284,4972.858711,5320000
3467,33.006016,-113.849915,Arizona,large_community,6.81213522,36,5.0,0.284,12432.14678,13300000
3468,33.01004,-113.828751,Arizona,small_utility,6.800080776,36,5.0,0.283,12410.14742,13300000
3469,33.01405,-113.807571,Arizona,small_utility,6.800080776,36,5.0,0.283,12410.14742,13300000
3470,33.01807,-113.786392,Arizona,large_residential,6.828350067,36,0.015,0.285,37.38521662,39900
3471,33.038078,-113.680481,Arizona,medium_residential,6.759897709,36,0.01,0.282,24.67362664,26600
3472,33.042053,-113.659286,Arizona,small_residential,6.72725296,36,0.005,0.28,12.27723665,13300
3473,33.046032,-113.638092,Arizona,small_residential,6.728025913,36,0.005,0.28,12.27864729,13300
3474,33.050011,-113.616898,Arizona,medium_community,6.728025913,36,2.0,0.28,4911.458916,5320000
3475,33.530289,-110.819366,Arizona,medium_community,6.529768467,36,2.0,0.272,4766.730981,5320000
3476,33.7864,-109.070679,Arizona,small_utility,6.178026199,36,5.0,0.257,11274.89781,13300000
3477,33.789352,-109.048996,Arizona,small_utility,6.178026199,36,5.0,0.257,11274.89781,13300000
3478,33.795273,-109.005646,New Mexico,large_community,6.241395473,34,5.0,0.26,11390.54674,13300000
3479,33.798222,-108.983978,New Mexico,medium_community,6.143994808,34,2.0,0.256,4485.11621,5320000
3480,33.801163,-108.962296,New Mexico,large_utility,6.143994808,34,2000.0,0.256,4485116.21,5320000000
3481,34.180878,-105.756195,New Mexico,medium_residential,6.419532776,34,0.01,0.267,23.43129463,26600
3482,34.185314,-105.712341,New Mexico,small_community,6.447916508,34,0.15,0.269,353.0234288,399000
3483,34.20285,-105.536835,New Mexico,small_utility,6.45314455,34,5.0,0.269,11776.9888,13300000
3484,34.524174,-101.36731,Texas,small_utility,6.228833675,39,5.0,0.26,11367.62146,13300000
3485,34.525398,-101.345154,Texas,medium_residential,6.183570862,39,0.01,0.258,22.57003365,26600
3486,34.526611,-101.322998,Texas,medium_utility,6.183570862,39,500.0,0.258,1128501.682,1330000000
3487,34.527828,-101.300842,Texas,medium_community,6.235395432,39,2.0,0.26,4551.838665,5320000
3488,34.529034,-101.278687,Texas,large_community,6.210609913,39,5.0,0.259,11334.36309,13300000
3489,34.530235,-101.256531,Texas,medium_utility,6.210609913,39,500.0,0.259,1133436.309,1330000000
3490,34.531437,-101.234344,Texas,medium_community,6.17766571,39,2.0,0.257,4509.695968,5320000
3491,34.532631,-101.212189,Texas,large_utility,6.17766571,39,2000.0,0.257,4509695.968,5320000000
3492,34.533813,-101.190033,Texas,small_utility,6.129224777,39,5.0,0.255,11185.83522,13300000
3493,34.534996,-101.167847,Texas,small_community,6.129224777,39,0.15,0.255,335.5750565,399000
3494,34.536179,-101.145691,Texas,large_community,6.044300079,39,5.0,0.252,11030.84764,13300000
3495,34.537342,-101.123535,Texas,large_utility,6.044300079,39,2000.0,0.252,4412339.058,5320000000
3496,34.611664,-99.436798,Oklahoma,small_community,6.012683868,41,0.15,0.251,329.1944418,399000
3497,34.61245,-99.414581,Oklahoma,large_community,6.012683868,41,5.0,0.251,10973.14806,13300000
3498,34.613224,-99.392365,Oklahoma,large_community,5.978614807,41,5.0,0.249,10910.97202,13300000
3499,34.621445,-99.147919,Oklahoma,small_community,5.979349136,41,0.15,0.249,327.3693652,399000
3500,34.622169,-99.125702,Oklahoma,small_residential,5.979349136,41,0.005,0.249,10.91231217,13300
3501,34.622875,-99.103455,Oklahoma,small_utility,5.951571941,41,5.0,0.248,10861.61879,13300000
3502,34.626358,-98.99234,Oklahoma,small_community,5.961078167,41,0.15,0.248,326.3690296,399000
3503,34.627037,-98.970123,Oklahoma,large_utility,5.961078167,41,2000.0,0.248,4351587.062,5320000000
3504,34.627712,-98.947876,Oklahoma,large_utility,5.90931654,41,2000.0,0.246,4313801.074,5320000000
3505,34.632309,-98.792297,Oklahoma,small_residential,5.878216267,41,0.005,0.245,10.72774469,13300
3506,34.659718,-97.569,Oklahoma,large_utility,5.613680363,41,2000.0,0.234,4097986.665,5320000000
