id,lat,long,state,farm_type,irradiance,lcoe,capacity,capacity_factor,array_area,available_solar_resource,generated_energy,cost
1906,31.297943,-105.643845,Texas,large_utility,6.695274353,39,2000,0.279,25696185.35,7168.458781,2452800,1913184000
1907,31.302273,-105.601807,Texas,small_utility,6.675643921,39,5,0.278,64661.12953,17.98561151,6132,4782960
1908,31.304443,-105.580795,Texas,medium_residential,6.667397976,39,0.01,0.278,129.4821991,0.035971223,12.264,9565.92
1909,31.692276,-100.377258,Texas,medium_residential,6.063719273,39,0.01,0.253,156.4413783,0.039525692,12.264,9565.92
1910,31.770187,-98.121033,Texas,medium_community,5.731156826,39,2,0.239,35042.98106,8.368200837,2452.8,1913184
1911,31.771145,-98.0784,Texas,large_utility,5.71322298,39,2000,0.238,35300682.82,8403.361345,2452800,1913184000
1912,31.782413,-97.481689,Texas,large_utility,5.649385452,39,2000,0.235,36155316.52,8510.638298,2452800,1913184000
1913,31.784649,-97.332489,Texas,large_residential,5.546461105,39,0.015,0.231,280.9794442,0.064935065,18.396,14348.88
1914,31.78495,-97.311157,Texas,small_community,5.572004795,39,0.15,0.232,2784.857865,0.646551724,183.96,143488.8
1915,31.744419,-92.941803,Louisiana,large_utility,5.371759415,38,2000,0.224,39891160,8928.571429,2452800,1864128000
1916,31.093754,-84.554199,Georgia,medium_utility,5.617315769,41,500,0.234,9129280.495,2136.752137,613200,502824000
1917,31.088596,-84.51239,Georgia,medium_utility,5.692739964,41,500,0.237,8894295.491,2109.704641,613200,502824000
1918,31.035999,-84.095001,Georgia,small_utility,5.652788639,41,5,0.236,89951.10356,21.18644068,6132,5028240
1919,31.315891,-105.646393,Texas,large_utility,6.703254223,39,2000,0.279,25665595.4,7168.458781,2452800,1913184000
1920,31.318066,-105.625366,Texas,large_community,6.699382305,39,5,0.279,64201.07217,17.92114695,6132,4782960
1921,31.320236,-105.60434,Texas,small_utility,6.699382305,39,5,0.279,64201.07217,17.92114695,6132,4782960
1922,31.709373,-100.399689,Texas,small_utility,6.063719273,39,5,0.253,78220.68916,19.76284585,6132,4782960
1923,31.710361,-100.378418,Texas,large_utility,6.070470333,39,2000,0.253,31253479.51,7905.13834,2452800,1913184000
1924,31.711353,-100.357178,Texas,medium_residential,6.011344433,39,0.01,0.25,159.6980527,0.04,12.264,9565.92
1925,31.788303,-98.121582,Texas,small_utility,5.731156826,39,5,0.239,87607.45264,20.92050209,6132,4782960
1926,31.788788,-98.100281,Texas,large_utility,5.723821163,39,2000,0.238,35235320.34,8403.361345,2452800,1913184000
1927,31.789257,-98.078949,Texas,large_residential,5.71322298,39,0.015,0.238,264.7551211,0.06302521,18.396,14348.88
1928,31.799511,-97.546051,Texas,small_community,5.653787136,39,0.15,0.236,2698.056528,0.63559322,183.96,143488.8
1929,31.799858,-97.524719,Texas,medium_residential,5.653787136,39,0.01,0.236,179.8704352,0.042372881,12.264,9565.92
1930,31.800541,-97.482086,Texas,medium_community,5.610118866,39,2,0.234,36563.96772,8.547008547,2452.8,1913184
1931,31.800877,-97.460754,Texas,medium_utility,5.675386906,39,500,0.236,8959293.608,2118.644068,613200,478296000
1932,31.811455,-96.37323,Texas,large_utility,5.525905132,39,2000,0.23,37766781.58,8695.652174,2452800,1913184000
1933,31.811546,-96.351898,Texas,small_utility,5.50182724,39,5,0.229,95244.26057,21.83406114,6132,4782960
1934,30.689781,-81.539307,Florida,small_utility,5.483703136,36,5,0.228,95978.16957,21.92982456,6132,4415040
1935,30.676785,-81.456787,Florida,large_community,5.599421024,36,5,0.233,91977.62715,21.45922747,6132,4415040
1936,31.727459,-100.400848,Texas,small_utility,6.078666687,39,5,0.253,78028.34484,19.76284585,6132,4782960
1937,31.728455,-100.379578,Texas,small_utility,6.070470333,39,5,0.253,78133.69877,19.76284585,6132,4782960
1938,31.729446,-100.358307,Texas,large_residential,6.011344433,39,0.015,0.25,239.547079,0.06,18.396,14348.88
1939,31.730423,-100.337036,Texas,large_residential,6.011344433,39,0.015,0.25,239.547079,0.06,18.396,14348.88
1940,31.792912,-98.654999,Texas,medium_residential,5.894132137,39,0.01,0.246,165.5222064,0.040650407,12.264,9565.92
1941,31.806423,-98.122131,Texas,large_residential,5.753159046,39,0.015,0.24,260.7263224,0.0625,18.396,14348.88
1942,31.8069,-98.10083,Texas,medium_utility,5.729723454,39,500,0.239,8762936.889,2092.050209,613200,478296000
1943,31.807373,-98.079529,Texas,large_utility,5.74924612,39,2000,0.24,34787169.63,8333.333333,2452800,1913184000
1944,31.817631,-97.546448,Texas,large_utility,5.653787136,39,2000,0.236,35974087.04,8474.576271,2452800,1913184000
1945,31.819653,-97.418518,Texas,small_residential,5.694940567,39,0.005,0.237,88.90858613,0.021097046,6.132,4782.96
1946,31.819965,-97.397186,Texas,small_community,5.61885643,39,0.15,0.234,2738.033188,0.641025641,183.96,143488.8
1947,31.829502,-96.394653,Texas,large_utility,5.525905132,39,2000,0.23,37766781.58,8695.652174,2452800,1913184000
1948,31.829578,-96.373322,Texas,medium_residential,5.525905132,39,0.01,0.23,188.8339079,0.043478261,12.264,9565.92
1949,31.829666,-96.35199,Texas,large_residential,5.50182724,39,0.015,0.229,285.7327817,0.065502183,18.396,14348.88
1950,31.020008,-83.692627,Georgia,large_community,5.58278513,41,5,0.233,92251.70721,21.45922747,6132,5028240
1951,31.454697,-104.598358,Texas,medium_utility,6.701667786,39,500,0.279,6417917.757,1792.114695,613200,478296000
1952,31.458569,-104.556152,Texas,medium_utility,6.667784214,39,500,0.278,6473734.938,1798.561151,613200,478296000
1953,31.74556,-100.402039,Texas,large_utility,6.078666687,39,2000,0.253,31211337.93,7905.13834,2452800,1913184000
1954,31.746536,-100.380737,Texas,small_residential,6.070470333,39,0.005,0.253,78.13369877,0.019762846,6.132,4782.96
1955,31.747532,-100.359467,Texas,small_residential,6.011344433,39,0.005,0.25,79.84902635,0.02,6.132,4782.96
1956,31.825016,-98.101379,Texas,large_community,5.729723454,39,5,0.239,87629.36889,20.92050209,6132,4782960
1957,31.835403,-97.568207,Texas,large_residential,5.624834538,39,0.015,0.234,273.512319,0.064102564,18.396,14348.88
1958,31.835751,-97.546875,Texas,large_residential,5.674341202,39,0.015,0.236,268.8283405,0.063559322,18.396,14348.88
1959,31.837116,-97.461548,Texas,small_utility,5.595332623,39,5,0.233,92044.83342,21.45922747,6132,4782960
1960,31.837437,-97.440216,Texas,large_utility,5.595332623,39,2000,0.233,36817933.37,8583.690987,2452800,1913184000
1961,31.838089,-97.397552,Texas,small_residential,5.552583694,39,0.005,0.231,93.55654018,0.021645022,6.132,4782.96
1962,31.847706,-96.373413,Texas,large_utility,5.520735264,39,2000,0.23,37802148.12,8695.652174,2452800,1913184000
1963,31.847786,-96.352081,Texas,large_community,5.536839962,39,5,0.231,93822.5636,21.64502165,6132,4782960
1964,31.102947,-84.190002,Georgia,small_utility,5.651329041,41,5,0.235,90357.20521,21.27659574,6132,5028240
1965,30.998672,-83.397827,Georgia,large_utility,5.574265003,41,2000,0.232,37116382.45,8620.689655,2452800,2011296000
1966,31.470745,-104.621735,Texas,small_utility,6.663094997,39,5,0.278,64782.90891,17.98561151,6132,4782960
1967,31.855244,-97.461945,Texas,large_residential,5.595332623,39,0.015,0.233,276.1345003,0.064377682,18.396,14348.88
1968,31.855564,-97.440613,Texas,large_utility,5.595332623,39,2000,0.233,36817933.37,8583.690987,2452800,1913184000
1969,31.855892,-97.41925,Texas,large_residential,5.568940639,39,0.015,0.232,278.6390157,0.064655172,18.396,14348.88
1970,31.856209,-97.397919,Texas,large_utility,5.552583694,39,2000,0.231,37422616.07,8658.008658,2452800,1913184000
1971,31.863857,-96.715027,Texas,medium_utility,5.610939026,39,500,0.234,9139655.777,2136.752137,613200,478296000
1972,31.488743,-104.624008,Texas,small_community,6.663094997,39,0.15,0.278,1943.487267,0.539568345,183.96,143488.8
1973,31.494564,-104.560699,Texas,small_utility,6.684794903,39,5,0.279,64341.17024,17.92114695,6132,4782960
1974,31.87336,-97.462341,Texas,small_utility,5.638536453,39,5,0.235,90562.20566,21.27659574,6132,4782960
1975,31.516418,-104.520721,Texas,medium_community,6.654990673,39,2,0.277,26038.38338,7.220216606,2452.8,1913184
1976,32.608437,-105.137207,New Mexico,large_residential,6.543965816,34,0.015,0.273,201.5110341,0.054945055,18.396,12509.28
1977,32.61668,-105.051422,New Mexico,small_residential,6.533025742,34,0.005,0.272,67.53019015,0.018382353,6.132,4169.76
1978,32.630909,-104.901291,New Mexico,large_community,6.631147385,34,5,0.276,65566.72374,18.11594203,6132,4169760
1979,32.92535,-101.174622,Texas,small_community,6.198471546,39,0.15,0.258,2251.117597,0.581395349,183.96,143488.8
1980,32.927689,-101.131348,Texas,small_community,6.23097229,39,0.15,0.26,2222.149803,0.576923077,183.96,143488.8
1981,33.065231,-95.706696,Texas,large_residential,5.465575695,39,0.015,0.228,288.8894888,0.065789474,18.396,14348.88
1982,32.602173,-105.570862,New Mexico,large_residential,6.508638859,34,0.015,0.271,204.1000143,0.055350554,18.396,12509.28
1983,32.608654,-105.506592,New Mexico,large_residential,6.586032867,34,0.015,0.274,199.4931759,0.054744526,18.396,12509.28
1984,32.65485,-105.034851,New Mexico,medium_utility,6.533051014,34,500,0.272,6752992.892,1838.235294,613200,416976000
1985,32.665024,-104.927551,New Mexico,large_community,6.623109818,34,5,0.276,65646.29315,18.11594203,6132,4169760
1986,32.947014,-101.111084,Texas,large_residential,6.206316471,39,0.015,0.259,223.9591546,0.057915058,18.396,14348.88
1987,32.977589,-100.504761,Texas,small_community,6.110534191,39,0.15,0.255,2310.378539,0.588235294,183.96,143488.8
1988,33.029415,-99.225555,Texas,large_community,5.917685032,39,5,0.247,82097.97529,20.24291498,6132,4782960
1989,33.055874,-98.313873,Texas,large_residential,5.758596897,39,0.015,0.24,260.4801181,0.0625,18.396,14348.88
1990,33.083366,-95.684875,Texas,large_community,5.421911716,39,5,0.226,97931.03967,22.12389381,6132,4782960
1991,32.431152,-84.86908,Georgia,medium_residential,5.358310223,41,0.01,0.223,200.8530934,0.044843049,12.264,10056.48
1992,32.36673,-84.3367,Georgia,medium_residential,5.455695629,41,0.01,0.227,193.7917352,0.044052863,12.264,10056.48
1993,32.622379,-105.552002,New Mexico,small_community,6.537095547,34,0.15,0.272,2024.644435,0.551470588,183.96,125092.8
1994,32.670864,-105.058746,New Mexico,medium_community,6.512509823,34,2,0.271,27197.15993,7.380073801,2452.8,1667904
1995,32.688931,-105.061188,New Mexico,medium_community,6.512509823,34,2,0.271,27197.15993,7.380073801,2452.8,1667904
1996,32.697113,-104.975311,New Mexico,small_community,6.613140106,34,0.15,0.276,1972.357768,0.543478261,183.96,125092.8
1997,32.957859,-101.568451,Texas,small_community,6.251189709,39,0.15,0.26,2214.96299,0.576923077,183.96,143488.8
1998,33.092266,-98.315125,Texas,large_community,5.784812927,39,5,0.241,86074.57449,20.74688797,6132,4782960
1999,33.112961,-97.184998,Texas,large_community,5.608505249,39,5,0.234,91436.21875,21.36752137,6132,4782960
2000,33.016201,-100.833588,Texas,medium_community,6.138872623,39,2,0.256,30543.06735,7.8125,2452.8,1913184
2001,32.218372,-82.798828,Georgia,small_residential,5.47565794,41,0.005,0.228,96.119187,0.021929825,6.132,5028.24
2002,32.292049,-108.802139,New Mexico,large_utility,6.613486767,34,2000,0.276,26296725.1,7246.376812,2452800,1667904000
2003,32.979958,-101.809601,Texas,medium_residential,6.357782841,39,0.01,0.265,142.4490896,0.037735849,12.264,9565.92
2004,33.156059,-96.358978,Texas,large_residential,5.511581898,39,0.015,0.23,283.9869606,0.065217391,18.396,14348.88
2005,33.156216,-96.31546,Texas,large_utility,5.547356129,39,2000,0.231,37457881.37,8658.008658,2452800,1913184000
2006,33.156601,-95.836823,Texas,medium_utility,5.491622925,39,500,0.229,9542123.966,2183.406114,613200,478296000
2007,32.991631,-90.385223,Mississippi,large_utility,5.431026936,38,2000,0.226,39106670.44,8849.557522,2452800,1864128000
2008,32.309986,-108.805557,New Mexico,large_utility,6.613486767,34,2000,0.276,26296725.1,7246.376812,2452800,1667904000
2009,32.966457,-102.308838,Texas,small_community,6.426399231,39,0.15,0.268,2090.258532,0.559701493,183.96,143488.8
2010,32.996792,-101.832825,Texas,large_utility,6.374067783,39,2000,0.266,28310199.07,7518.796992,2452800,1913184000
2011,32.998116,-101.811157,Texas,medium_utility,6.374067783,39,500,0.266,7077549.767,1879.699248,613200,478296000
2012,33.002052,-101.746216,Texas,large_community,6.37221384,39,5,0.266,70796.08922,18.79699248,6132,4782960
2013,33.169361,-97.03363,Texas,medium_utility,5.485215664,39,500,0.229,9553270.087,2183.406114,613200,478296000
2014,33.174355,-96.337311,Texas,medium_residential,5.511581898,39,0.01,0.23,189.3246404,0.043478261,12.264,9565.92
2015,32.367931,-108.51178,New Mexico,small_residential,6.84904623,34,0.005,0.285,61.47609717,0.01754386,6.132,4169.76
2016,32.839584,-104.210327,New Mexico,medium_community,6.611473083,34,2,0.275,26400.38799,7.272727273,2452.8,1667904
2017,32.977375,-102.418701,Texas,large_residential,6.45652914,39,0.015,0.269,207.2769957,0.055762082,18.396,14348.88
2018,33.01495,-101.834381,Texas,small_utility,6.374067783,39,5,0.266,70775.49767,18.79699248,6132,4782960
2019,33.186855,-97.099213,Texas,large_utility,5.602174282,39,2000,0.233,36772969.44,8583.690987,2452800,1913184000
2020,33.190708,-96.685669,Texas,large_utility,5.614061832,39,2000,0.234,36538287.48,8547.008547,2452800,1913184000
2021,32.848305,-104.320267,New Mexico,small_residential,6.574457645,34,0.005,0.274,66.61480354,0.018248175,6.132,4169.76
2022,32.850193,-104.298721,New Mexico,small_community,6.633849621,34,0.15,0.276,1966.200473,0.543478261,183.96,125092.8
2023,32.998428,-102.377167,Texas,small_community,6.439332962,39,0.15,0.268,2086.06014,0.559701493,183.96,143488.8
2024,33.033104,-101.835968,Texas,large_utility,6.386054516,39,2000,0.266,28257060.34,7518.796992,2452800,1913184000
2025,33.037056,-101.770996,Texas,medium_residential,6.338222027,39,0.01,0.264,143.4299564,0.037878788,12.264,9565.92
2026,33.184856,-98.253021,Texas,small_utility,5.76008749,39,5,0.24,86804.23707,20.83333333,6132,4782960
2027,32.906204,-88.369598,Mississippi,small_utility,5.421493053,38,5,0.226,97938.60218,22.12389381,6132,4660320
2028,32.360863,-108.837067,New Mexico,large_utility,6.655666351,34,2000,0.277,26035739.99,7220.216606,2452800,1667904000
2029,32.363766,-108.815826,New Mexico,large_residential,6.655666351,34,0.015,0.277,195.2680499,0.054151625,18.396,12509.28
2030,32.742229,-105.63443,New Mexico,large_community,6.281957626,34,5,0.262,72909.63971,19.08396947,6132,4169760
2031,32.868282,-104.300964,New Mexico,medium_community,6.633849621,34,2,0.276,26216.0063,7.246376812,2452.8,1667904
2032,32.953064,-103.265381,New Mexico,small_residential,6.514181137,34,0.005,0.271,67.9754552,0.018450185,6.132,4169.76
2033,33.018021,-102.357239,Texas,large_utility,6.448583603,39,2000,0.269,27670985.24,7434.944238,2452800,1913184000
2034,33.023762,-102.27066,Texas,large_residential,6.4850173,39,0.015,0.27,205.6021244,0.055555556,18.396,14348.88
2035,33.05653,-101.750885,Texas,small_residential,6.367154598,39,0.005,0.265,71.11971002,0.018867925,6.132,4782.96
2036,33.057831,-101.729218,Texas,medium_utility,6.367154598,39,500,0.265,7111971.002,1886.792453,613200,478296000
2037,32.355057,-83.120483,Georgia,medium_community,5.548084736,41,2,0.231,37452.96218,8.658008658,2452.8,2011296
2038,33.074684,-101.752441,Texas,medium_residential,6.345551014,39,0.01,0.264,143.2642976,0.037878788,12.264,9565.92
2039,33.218651,-98.363098,Texas,medium_community,5.79942131,39,2,0.242,34201.18954,8.26446281,2452.8,1913184
2040,33.127441,-91.201965,Arkansas,medium_community,5.34727478,40,2,0.223,40253.52084,8.968609865,2452.8,1962240
2041,32.541172,-107.737259,New Mexico,large_residential,6.757715702,34,0.015,0.282,188.9093595,0.053191489,18.396,12509.28
2042,33.086254,-101.862396,Texas,medium_residential,6.38817358,39,0.01,0.266,141.238435,0.037593985,12.264,9565.92
2043,33.231232,-98.581421,Texas,small_utility,5.847904205,39,5,0.244,84099.06549,20.49180328,6132,4782960
2044,33.235771,-98.407288,Texas,medium_utility,5.774027348,39,500,0.241,8623535.726,2074.688797,613200,478296000
2045,33.236862,-98.363708,Texas,medium_utility,5.815079212,39,500,0.242,8527274.531,2066.115702,613200,478296000
2046,33.237392,-98.341949,Texas,large_community,5.751494884,39,5,0.24,86933.92067,20.83333333,6132,4782960
2047,33.264023,-96.621063,Texas,medium_residential,5.526863575,39,0.01,0.23,188.8011612,0.043478261,12.264,9565.92
2048,33.108395,-101.79895,Texas,medium_utility,6.36324501,39,500,0.265,7116340.609,1886.792453,613200,478296000
2049,33.254524,-98.386139,Texas,small_community,5.815079212,39,0.15,0.242,2558.182359,0.619834711,183.96,143488.8
2050,33.281952,-96.664825,Texas,small_utility,5.528717041,39,5,0.23,94368.93344,21.73913043,6132,4782960
2051,33.288338,-97.645935,Texas,large_utility,5.689544678,39,2000,0.237,35597162.34,8438.818565,2452800,1913184000
2052,33.18198,-91.198059,Arkansas,small_community,5.432489872,40,0.15,0.226,2932.210444,0.663716814,183.96,147168
2053,32.485027,-108.599091,New Mexico,medium_utility,6.643835545,34,500,0.277,6520525.583,1805.054152,613200,416976000
2054,32.487869,-108.577805,New Mexico,large_utility,6.643835545,34,2000,0.277,26082102.33,7220.216606,2452800,1667904000
2055,33.290955,-98.387451,Texas,small_utility,5.732192993,39,5,0.239,87591.61648,20.92050209,6132,4782960
2056,33.354992,-96.643738,Texas,small_community,5.53049469,39,0.15,0.23,2830.158022,0.652173913,183.96,143488.8
2057,32.590672,-83.926849,Georgia,large_utility,5.512730122,41,2000,0.23,37857041.35,8695.652174,2452800,2011296000
2058,32.460186,-109.183395,Arizona,small_residential,6.733434677,36,0.005,0.281,63.42175781,0.017793594,6.132,4415.04
2059,32.638401,-107.841614,New Mexico,small_utility,6.697773457,34,5,0.279,64216.49368,17.92114695,6132,4169760
2060,32.643749,-107.798904,New Mexico,small_utility,6.773536205,34,5,0.282,62822.7121,17.73049645,6132,4169760
2061,32.678036,-107.521118,New Mexico,small_community,6.758431911,34,0.15,0.282,1888.893402,0.531914894,183.96,125092.8
2062,32.683247,-107.478363,New Mexico,medium_utility,6.742944241,34,500,0.281,6333231.421,1779.359431,613200,416976000
2063,32.972385,-104.77211,New Mexico,medium_residential,6.611093521,34,0.01,0.275,132.0095185,0.036363636,12.264,8339.52
2064,32.974373,-104.750549,New Mexico,medium_community,6.621451855,34,2,0.276,26265.0922,7.246376812,2452.8,1667904
2065,33.020607,-104.232559,New Mexico,medium_community,6.579298019,34,2,0.274,26626.31807,7.299270073,2452.8,1667904
2066,33.09145,-103.367737,New Mexico,medium_community,6.501558781,34,2,0.271,27242.97006,7.380073801,2452.8,1667904
2067,33.094791,-103.324432,New Mexico,large_utility,6.467554569,34,2000,0.269,27589819.28,7434.944238,2452800,1667904000
2068,33.372917,-96.687561,Texas,medium_residential,5.563253403,39,0.01,0.232,185.9492429,0.043103448,12.264,9565.92
2069,33.040588,-104.213181,New Mexico,large_utility,6.615404129,34,2000,0.276,26289103.45,7246.376812,2452800,1667904000
2070,32.586136,-108.530762,New Mexico,medium_residential,6.588354111,34,0.01,0.275,132.4651435,0.036363636,12.264,8339.52
2071,32.67704,-107.826614,New Mexico,small_community,6.702848911,34,0.15,0.279,1925.036052,0.537634409,183.96,125092.8
2072,32.711418,-107.548706,New Mexico,large_utility,6.719495773,34,2000,0.28,25512118.35,7142.857143,2452800,1667904000
2073,32.719242,-107.484528,New Mexico,small_utility,6.763197422,34,5,0.282,62918.74809,17.73049645,6132,4169760
2074,32.724182,-107.594604,New Mexico,small_community,6.726129055,34,0.15,0.28,1911.52188,0.535714286,183.96,125092.8
2075,33.030636,-104.736069,New Mexico,small_residential,6.597451687,34,0.005,0.275,66.14124014,0.018181818,6.132,4169.76
2076,33.260269,-90.297119,Mississippi,large_utility,5.410987854,38,2000,0.225,39425949.4,8888.888889,2452800,1864128000
2077,33.042767,-104.803192,New Mexico,medium_community,6.60417223,34,2,0.275,26429.57338,7.272727273,2452.8,1667904
2078,33.152142,-103.527374,New Mexico,small_residential,6.537567139,34,0.005,0.272,67.48327951,0.018382353,6.132,4169.76
2079,33.153847,-103.505707,New Mexico,large_utility,6.560523987,34,2000,0.273,26800325.12,7326.007326,2452800,1667904000
2080,33.427975,-98.720184,Texas,small_residential,5.873268604,39,0.005,0.245,83.39409474,0.020408163,6.132,4782.96
2081,33.429199,-98.676514,Texas,medium_community,5.86300087,39,2,0.244,33553.00738,8.196721311,2452.8,1913184
2082,32.743614,-107.882111,New Mexico,medium_utility,6.628441334,34,500,0.276,6559349.126,1811.594203,613200,416976000
2083,33.459122,-98.218567,Texas,large_utility,5.772292614,39,2000,0.241,34504509.35,8298.755187,2452800,1913184000
2084,33.476246,-97.2789,Texas,small_community,5.599254131,39,0.15,0.233,2759.41106,0.643776824,183.96,143488.8
2085,33.18211,-103.836853,New Mexico,large_utility,6.602405548,34,2000,0.275,26436645.44,7272.727273,2452800,1667904000
2086,33.47736,-98.219147,Texas,small_utility,5.758916378,39,5,0.24,86821.88926,20.83333333,6132,4782960
2087,33.481232,-98.044312,Texas,small_utility,5.728738308,39,5,0.239,87644.43813,20.92050209,6132,4782960
2088,33.494484,-97.279236,Texas,large_utility,5.599254131,39,2000,0.233,36792147.47,8583.690987,2452800,1913184000
2089,32.706852,-83.687195,Georgia,medium_community,5.465398788,41,2,0.228,38519.8453,8.771929825,2452.8,2011296
2090,32.050911,-112.67511,Arizona,large_residential,6.751391888,36,0.015,0.281,189.7592098,0.053380783,18.396,13245.12
2091,33.499008,-98.066742,Texas,small_residential,5.728738308,39,0.005,0.239,87.64443813,0.020920502,6.132,4782.96
2092,33.49947,-98.044891,Texas,small_residential,5.728738308,39,0.005,0.239,87.64443813,0.020920502,6.132,4782.96
2093,32.068645,-112.679535,Arizona,small_community,6.751391888,36,0.15,0.281,1897.592098,0.533807829,183.96,132451.2
2094,32.618546,-109.236526,Arizona,large_utility,6.705446243,36,2000,0.279,25657205.28,7168.458781,2452800,1766016000
2095,33.5177,-98.045441,Texas,large_community,5.72097826,39,5,0.238,88132.07423,21.00840336,6132,4782960
2096,33.518162,-98.02356,Texas,large_utility,5.702347279,39,2000,0.238,35368009.42,8403.361345,2452800,1913184000
2097,33.472904,-92.424805,Arkansas,small_utility,5.277648449,40,5,0.22,103351.8149,22.72727273,6132,4905600
2098,33.244534,-88.4841,Mississippi,medium_community,5.371718884,38,2,0.224,39891.46099,8.928571429,2452.8,1864128
2099,33.272835,-103.387756,New Mexico,medium_utility,6.55190134,34,500,0.273,6708898.94,1831.501832,613200,416976000
2100,33.523312,-98.570862,Texas,small_community,5.80188179,39,0.15,0.242,2564.001404,0.619834711,183.96,143488.8
2101,33.535931,-98.04599,Texas,large_residential,5.72097826,39,0.015,0.238,264.3962227,0.06302521,18.396,14348.88
2102,32.559341,-109.903,Arizona,large_community,6.643692017,36,5,0.277,65206.6645,18.05054152,6132,4415040
2103,33.275665,-103.585083,New Mexico,medium_utility,6.541305542,34,500,0.273,6719766.211,1831.501832,613200,416976000
2104,32.886189,-107.622742,New Mexico,medium_utility,6.576978207,34,500,0.274,6658927.407,1824.817518,613200,416976000
2105,33.278091,-103.78241,New Mexico,small_community,6.589754581,34,0.15,0.275,1986.554875,0.545454545,183.96,125092.8
2106,33.283375,-103.717346,New Mexico,medium_utility,6.554950237,34,500,0.273,6705778.437,1831.501832,613200,416976000
2107,32.286243,-111.856781,Arizona,medium_community,6.705974102,36,2,0.279,25655.18568,7.168458781,2452.8,1766016
2108,32.882973,-107.797394,New Mexico,medium_residential,6.323591709,34,0.01,0.263,144.30842,0.038022814,12.264,8339.52
2109,32.903645,-107.779144,New Mexico,large_residential,6.323591709,34,0.015,0.263,216.4626301,0.057034221,18.396,12509.28
2110,32.90897,-107.736252,New Mexico,large_residential,6.300561428,34,0.015,0.263,217.2538604,0.057034221,18.396,12509.28
2111,33.617199,-97.610229,Texas,large_community,5.61898756,39,5,0.234,91265.64303,21.36752137,6132,4782960
2112,33.629051,-96.558716,Texas,medium_community,5.561316967,39,2,0.232,37202.798,8.620689655,2452.8,1913184
2113,33.219769,-87.129608,Alabama,large_community,5.338285446,40,5,0.222,101257.3318,22.52252252,6132,4905600
2114,33.253838,-104.699554,New Mexico,small_utility,6.658679485,34,5,0.277,65059.89624,18.05054152,6132,4169760
2115,33.358505,-103.463013,New Mexico,small_community,6.543476105,34,0.15,0.273,2015.261151,0.549450549,183.96,125092.8
2116,33.589352,-99.384155,Texas,small_residential,5.969791412,39,0.005,0.249,80.72773026,0.020080321,6.132,4782.96
2117,33.273922,-104.680267,New Mexico,large_residential,6.603480816,34,0.015,0.275,198.242555,0.054545455,18.396,12509.28
2118,33.364655,-103.617126,New Mexico,medium_utility,6.57550621,34,500,0.274,6660418.079,1824.817518,613200,416976000
2119,33.653313,-97.633057,Texas,large_utility,5.641406536,39,2000,0.235,36206452.74,8510.638298,2452800,1913184000
2120,33.665421,-96.580933,Texas,large_community,5.550619602,39,5,0.231,93589.64525,21.64502165,6132,4782960
2121,33.665554,-96.559021,Texas,medium_residential,5.55511713,39,0.01,0.231,187.0277466,0.043290043,12.264,9565.92
2122,33.503086,-90.385956,Mississippi,medium_community,5.349197865,38,2,0.223,40239.04933,8.968609865,2452.8,1864128
2123,33.6838,-96.559174,Texas,small_utility,5.547996521,39,5,0.231,93633.89424,21.64502165,6132,4782960
2124,32.716511,-82.415222,Georgia,large_residential,5.440336227,41,0.015,0.227,291.5082851,0.066079295,18.396,15084.72
2125,33.649315,-99.233673,Texas,large_community,5.920329571,39,5,0.247,82061.30312,20.24291498,6132,4782960
2126,33.684536,-97.918945,Texas,small_residential,5.735797882,39,0.005,0.239,87.53656606,0.020920502,6.132,4782.96
2127,33.436172,-103.405884,New Mexico,large_utility,6.554918289,34,2000,0.273,26823244.48,7326.007326,2452800,1667904000
2128,33.710861,-97.458923,Texas,large_utility,5.683269501,39,2000,0.237,35636466.92,8438.818565,2452800,1913184000
2129,33.711521,-97.415039,Texas,medium_residential,5.672442913,39,0.01,0.236,179.2788695,0.042372881,12.264,9565.92
2130,32.584072,-110.828949,Arizona,large_residential,6.508834362,36,0.015,0.271,204.0938838,0.055350554,18.396,13245.12
2131,33.256985,-105.621124,New Mexico,medium_utility,6.256284237,34,500,0.261,7348932.65,1915.708812,613200,416976000
2132,33.423203,-103.799377,New Mexico,small_residential,6.567970753,34,0.005,0.274,66.68059601,0.018248175,6.132,4169.76
2133,33.445843,-103.516663,New Mexico,small_utility,6.541884899,34,5,0.273,67191.711,18.31501832,6132,4169760
2134,33.27507,-105.623749,New Mexico,small_residential,6.227502346,34,0.005,0.259,74.3990829,0.019305019,6.132,4169.76
2135,33.655918,-100.440948,Texas,large_residential,6.067191601,39,0.015,0.253,234.5277675,0.059288538,18.396,14348.88
2136,33.290981,-105.64801,New Mexico,large_community,6.202312469,34,5,0.258,74990.78471,19.37984496,6132,4169760
2137,33.459499,-103.80365,New Mexico,small_utility,6.610237598,34,5,0.275,66013.30586,18.18181818,6132,4169760
2138,33.302483,-105.715561,New Mexico,large_utility,6.228290558,34,2000,0.26,29641421.33,7692.307692,2452800,1667904000
2139,33.306877,-105.672272,New Mexico,large_utility,6.202312469,34,2000,0.258,29996313.88,7751.937984,2452800,1667904000
2140,33.778706,-97.767914,Texas,small_utility,5.742176533,39,5,0.239,87439.32676,20.92050209,6132,4782960
2141,33.689323,-100.882538,Texas,large_residential,6.209264278,39,0.015,0.259,223.8528315,0.057915058,18.396,14348.88
