lat,long,irradiance,farm_type
26.234619,-80.854248,5.602420330047607,onshore
26.2313,-80.8349,5.562967777252197,onshore
27.488014,-98.996979,5.834478855133057,onshore
27.488678,-98.976959,5.834478855133057,onshore
26.255291,-80.869904,5.602420330047607,onshore
26.251965,-80.850555,5.602420330047607,onshore
26.248642,-80.831207,5.562967777252197,onshore
27.505779,-98.997742,5.834478855133057,onshore
27.506443,-98.977692,5.834478855133057,onshore
26.272636,-80.866211,5.565608978271484,onshore
26.269325,-80.846863,5.602420330047607,onshore
26.265991,-80.827515,5.562967777252197,onshore
27.524208,-98.978455,5.849541187286377,onshore
27.533031,-98.697876,5.725921630859375,onshore
27.533634,-98.677826,5.688645839691162,onshore
26.463268,-81.910339,5.818380832672119,onshore
27.543301,-98.939087,5.790811061859131,onshore
27.543953,-98.919067,5.74332857131958,onshore
27.544598,-98.899017,5.74332857131958,onshore
27.550205,-98.718597,5.687299728393555,onshore
27.550812,-98.698547,5.687299728393555,onshore
27.551407,-98.678497,5.684117794036865,onshore
27.552002,-98.658447,5.684117794036865,onshore
26.480679,-81.906891,5.761397838592529,onshore
26.47757,-81.887451,5.761397838592529,onshore
27.561069,-98.939819,5.789018154144287,onshore
27.561718,-98.9198,5.7482008934021,onshore
27.56237,-98.899719,5.7482008934021,onshore
27.563011,-98.8797,5.790442943572998,onshore
27.567383,-98.739319,5.693926334381104,onshore
27.567978,-98.719269,5.687299728393555,onshore
27.568584,-98.699219,5.687299728393555,onshore
27.569183,-98.679169,5.684117794036865,onshore
27.569778,-98.659119,5.684117794036865,onshore
27.5812,-98.237915,5.638043880462646,onshore
27.581684,-98.217834,5.638043880462646,onshore
27.582184,-98.197784,5.65273904800415,onshore
27.592995,-97.696167,5.611329555511475,onshore
27.593372,-97.676117,5.64265251159668,onshore
27.593735,-97.656036,5.64265251159668,onshore
26.498089,-81.903442,5.761397838592529,onshore
27.57885,-98.940582,5.789018154144287,onshore
27.579498,-98.920532,5.789018154144287,onshore
27.580135,-98.900452,5.7482008934021,onshore
27.586365,-98.69989,5.687299728393555,onshore
27.586964,-98.67984,5.684117794036865,onshore
27.587551,-98.65979,5.684117794036865,onshore
27.598473,-98.258545,5.608572006225586,onshore
27.598984,-98.238464,5.616368770599365,onshore
27.599476,-98.218414,5.616368770599365,onshore
27.59996,-98.198334,5.627236843109131,onshore
27.611156,-97.676544,5.64265251159668,onshore
27.61623,-97.375427,5.60151481628418,onshore
27.575809,-99.522858,5.847081661224365,onshore
27.616756,-98.239014,5.616368770599365,onshore
27.617264,-98.218964,5.616368770599365,onshore
27.617748,-98.198883,5.627236843109131,onshore
27.636059,-97.235199,5.622318267822266,onshore
27.593575,-99.523743,5.863542556762695,onshore
27.594353,-99.503693,5.896897792816162,onshore
27.608978,-99.584778,5.874094009399414,onshore
27.609776,-99.564728,5.874094009399414,onshore
27.610561,-99.544678,5.863542556762695,onshore
27.61134,-99.524628,5.863542556762695,onshore
27.635399,-98.842438,5.746667861938477,onshore
27.641483,-98.641724,5.743209362030029,onshore
27.642071,-98.621643,5.69969367980957,onshore
27.642643,-98.601562,5.69969367980957,onshore
27.626759,-99.585693,5.874094009399414,onshore
27.627541,-99.565613,5.874094009399414,onshore
27.628342,-99.545563,5.863542556762695,onshore
27.629112,-99.525513,5.863542556762695,onshore
27.659267,-98.642365,5.743209362030029,onshore
27.659851,-98.622284,5.69969367980957,onshore
27.660435,-98.602203,5.69969367980957,onshore
27.661011,-98.582123,5.637425899505615,onshore
27.661575,-98.562042,5.637425899505615,onshore
27.645313,-99.566528,5.884673595428467,onshore
27.677643,-98.622955,5.656702041625977,onshore
27.678223,-98.602844,5.656702041625977,onshore
27.678795,-98.582764,5.680615901947021,onshore
27.679363,-98.562683,5.680615901947021,onshore
27.697777,-97.799225,5.669565200805664,onshore
27.698189,-97.779114,5.669565200805664,onshore
27.69857,-97.759033,5.689376354217529,onshore
26.330593,-80.271179,5.57589864730835,onshore
27.696003,-98.603516,5.656702041625977,onshore
27.69659,-98.583435,5.680615901947021,onshore
27.697155,-98.563324,5.680615901947021,onshore
27.715576,-97.799683,5.592651844024658,onshore
27.715981,-97.779572,5.592651844024658,onshore
27.716377,-97.75946,5.624443054199219,onshore
27.716759,-97.73938,5.624443054199219,onshore
26.644745,-82.035156,5.870065212249756,onshore
27.676044,-99.688782,5.896185398101807,onshore
27.676857,-99.668701,5.809503078460693,onshore
27.713795,-98.604187,5.659137725830078,onshore
27.714375,-98.584076,5.655759334564209,onshore
27.733376,-97.80011,5.58787727355957,onshore
27.73378,-97.780029,5.592651844024658,onshore
27.734161,-97.759918,5.624443054199219,onshore
26.402977,-80.47641,5.563392639160156,onshore
27.692997,-99.709778,5.896185398101807,onshore
27.693821,-99.689697,5.896185398101807,onshore
27.69463,-99.669617,5.809503078460693,onshore
26.654903,-81.872192,5.664613246917725,onshore
26.420334,-80.472595,5.563392639160156,onshore
26.416927,-80.453247,5.563392639160156,onshore
27.710773,-99.710693,5.847147464752197,onshore
27.711594,-99.690613,5.847147464752197,onshore
27.712421,-99.670532,5.759037017822266,onshore
27.755486,-98.384308,5.612370014190674,onshore
26.437683,-80.468811,5.569145202636719,onshore
28.474716,-98.815399,5.62846040725708,onshore
28.475346,-98.795105,5.618433475494385,onshore
28.475967,-98.77478,5.618433475494385,onshore
28.479595,-98.652893,5.7166428565979,onshore
28.480175,-98.632599,5.567888736724854,onshore
28.480778,-98.612274,5.567888736724854,onshore
28.566284,-97.007355,5.451195240020752,onshore
28.566494,-96.987,5.362448215484619,onshore
28.566727,-96.966675,5.362448215484619,onshore
28.569294,-96.681763,5.456367015838623,onshore
28.569439,-96.661407,5.401529312133789,onshore
27.601852,-82.761078,5.87356424331665,onshore
28.568119,-97.984375,5.513961315155029,onshore
28.584152,-97.007629,5.451195240020752,onshore
28.584377,-96.987244,5.362448215484619,onshore
28.584587,-96.966919,5.362448215484619,onshore
28.584808,-96.946533,5.332082271575928,onshore
28.586693,-96.743011,5.460274219512939,onshore
28.587013,-96.702301,5.456367015838623,onshore
28.58717,-96.681946,5.456367015838623,onshore
28.587322,-96.661591,5.401529312133789,onshore
28.602024,-97.007874,5.430258274078369,onshore
28.602238,-96.987518,5.322812557220459,onshore
28.602455,-96.967163,5.322812557220459,onshore
28.604561,-96.743195,5.407677173614502,onshore
28.604733,-96.722839,5.407677173614502,onshore
28.604889,-96.702484,5.495121002197266,onshore
28.605045,-96.682129,5.495121002197266,onshore
28.605186,-96.661743,5.46587610244751,onshore
27.595509,-82.477295,5.721230030059814,onshore
28.625298,-96.173126,5.49793815612793,onshore
28.639427,-96.845428,5.424327850341797,onshore
28.63871,-98.02713,5.649782180786133,onshore
28.640903,-97.925323,5.587930202484131,onshore
28.641327,-97.904938,5.563985824584961,onshore
28.656578,-98.027649,5.649782180786133,onshore
28.657028,-98.007294,5.649782180786133,onshore
28.658783,-97.925812,5.587930202484131,onshore
28.659214,-97.905426,5.563985824584961,onshore
28.65963,-97.885071,5.563985824584961,onshore
28.678402,-96.356689,5.557601928710938,onshore
27.665668,-82.463776,5.80382776260376,onshore
27.601841,-82.048218,5.638527393341064,onshore
28.674004,-98.048553,5.563573837280273,onshore
28.674454,-98.028168,5.613505840301514,onshore
28.674904,-98.007812,5.613505840301514,onshore
28.675346,-97.987427,5.600755214691162,onshore
28.677097,-97.905914,5.611709594726562,onshore
28.677513,-97.885529,5.611709594726562,onshore
27.324459,-80.272247,5.690062046051025,onshore
28.691872,-98.049072,5.563573837280273,onshore
28.692341,-98.028687,5.613505840301514,onshore
28.69278,-98.008301,5.613505840301514,onshore
28.694965,-97.906403,5.611709594726562,onshore
28.695396,-97.886017,5.611709594726562,onshore
28.669632,-99.394287,5.733419895172119,onshore
28.709751,-98.049591,5.563573837280273,onshore
28.710197,-98.029205,5.587616443634033,onshore
28.710659,-98.00882,5.587616443634033,onshore
28.712845,-97.906891,5.602489471435547,onshore
28.713268,-97.886505,5.602489471435547,onshore
28.728085,-98.029724,5.587616443634033,onshore
28.728535,-98.009338,5.587616443634033,onshore
27.765602,-82.64856,5.859163284301758,onshore
27.762642,-82.628723,5.777247905731201,onshore
28.745972,-98.030243,5.587616443634033,onshore
28.748608,-97.907867,5.602489471435547,onshore
28.732224,-100.438873,5.877056121826172,onshore
28.8326,-98.155334,5.595754146575928,onshore
27.90036,-82.827301,5.937143802642822,onshore
27.859093,-82.549042,5.784477710723877,onshore
28.804779,-99.605225,5.758907794952393,onshore
28.87418,-95.437927,5.534923553466797,onshore
28.874046,-95.41748,5.534923553466797,onshore
28.873909,-95.397034,5.472800731658936,onshore
27.920864,-82.843872,5.930429935455322,onshore
28.886765,-97.134644,5.433467864990234,onshore
28.887016,-97.114197,5.46400260925293,onshore
28.891953,-95.417328,5.534923553466797,onshore
28.891811,-95.396881,5.472800731658936,onshore
28.891674,-95.376434,5.472800731658936,onshore
27.917927,-82.701355,5.710195064544678,onshore
27.91497,-82.681458,5.710195064544678,onshore
28.904404,-97.155365,5.433467864990234,onshore
28.904659,-97.134918,5.433467864990234,onshore
28.904911,-97.114471,5.46400260925293,onshore
27.950172,-82.797485,5.918912410736084,onshore
28.906967,-98.034912,5.580233097076416,onshore
28.907425,-98.014465,5.580233097076416,onshore
28.90786,-97.994019,5.599083423614502,onshore
28.922565,-97.135223,5.365952968597412,onshore
28.922806,-97.114746,5.430696964263916,onshore
27.967762,-82.794189,5.918912410736084,onshore
27.917381,-82.456055,5.769001483917236,onshore
27.914391,-82.436157,5.657030582427979,onshore
27.911369,-82.41629,5.657030582427979,onshore
28.922539,-98.137665,5.583823680877686,onshore
28.923016,-98.117218,5.547107219696045,onshore
28.923481,-98.096771,5.547107219696045,onshore
28.924412,-98.055878,5.563834667205811,onshore
28.92487,-98.035431,5.554977893829346,onshore
28.92532,-98.014984,5.554977893829346,onshore
28.92577,-97.994537,5.551965236663818,onshore
28.94495,-95.314575,5.54638147354126,onshore
28.944778,-95.294128,5.54638147354126,onshore
27.985336,-82.790863,5.918912410736084,onshore
27.973595,-82.711243,5.815425872802734,onshore
28.940434,-98.138214,5.583823680877686,onshore
28.940907,-98.117737,5.547107219696045,onshore
28.941376,-98.09729,5.547107219696045,onshore
28.941849,-98.076843,5.563834667205811,onshore
28.942772,-98.03595,5.554977893829346,onshore
28.943222,-98.015503,5.554977893829346,onshore
28.94368,-97.995026,5.551965236663818,onshore
28.958328,-98.138733,5.583944797515869,onshore
28.958809,-98.118286,5.526931285858154,onshore
28.959278,-98.097839,5.526931285858154,onshore
28.967373,-97.709106,5.593319416046143,onshore
28.981182,-95.375641,5.485557556152344,onshore
28.999237,-95.395935,5.393082141876221,onshore
28.999107,-95.375488,5.393082141876221,onshore
28.998962,-95.355011,5.38624382019043,onshore
29.017014,-95.375305,5.393082141876221,onshore
29.034157,-95.272736,5.576271533966064,onshore
29.033829,-95.23175,5.475708484649658,onshore
29.052074,-95.272552,5.576271533966064,onshore
29.069984,-95.272339,5.576271533966064,onshore
29.069832,-95.251862,5.576271533966064,onshore
29.069656,-95.231354,5.475708484649658,onshore
27.739113,-80.465973,5.678511142730713,onshore
29.087742,-95.251678,5.455088138580322,onshore
29.108456,-96.215332,5.416771411895752,onshore
29.126324,-96.235901,5.374195575714111,onshore
29.126373,-96.215393,5.374195575714111,onshore
29.126434,-96.194885,5.421681880950928,onshore
28.161221,-82.757629,5.730741024017334,onshore
29.144249,-96.235962,5.374195575714111,onshore
29.144295,-96.215454,5.374195575714111,onshore
29.144344,-96.194916,5.421681880950928,onshore
28.164059,-82.65451,5.712419509887695,onshore
29.16217,-96.236023,5.412841796875,onshore
29.162216,-96.215515,5.412841796875,onshore
29.162266,-96.194977,5.446119785308838,onshore
29.198315,-96.051331,5.3240065574646,onshore
29.230404,-95.167969,5.3919997215271,onshore
29.170067,-100.281738,5.823874950408936,onshore
29.171021,-100.26123,5.805284023284912,onshore
29.171978,-100.240723,5.805284023284912,onshore
29.172928,-100.220245,5.788991928100586,onshore
29.17387,-100.199738,5.801928043365479,onshore
29.174805,-100.17923,5.801928043365479,onshore
29.164719,-100.754211,5.830919742584229,onshore
29.187962,-100.282837,5.823874950408936,onshore
29.188915,-100.262329,5.805284023284912,onshore
29.189873,-100.241821,5.805284023284912,onshore
29.190823,-100.221313,5.787033081054688,onshore
29.191765,-100.200806,5.787033081054688,onshore
29.192699,-100.180298,5.780122756958008,onshore
29.193638,-100.15979,5.758545398712158,onshore
29.194565,-100.139282,5.758545398712158,onshore
29.182613,-100.755432,5.830919742584229,onshore
29.210609,-100.181396,5.780122756958008,onshore
29.211533,-100.160889,5.780122756958008,onshore
29.212467,-100.14035,5.758545398712158,onshore
29.298016,-94.796997,5.523883819580078,onshore
29.200493,-100.756653,5.802764892578125,onshore
29.315945,-94.796661,5.501813888549805,onshore
29.217331,-100.778381,5.816549777984619,onshore
29.218388,-100.757874,5.802764892578125,onshore
29.186787,-90.668274,5.591331481933594,onshore
29.154232,-90.135895,5.754684448242188,onshore
29.152927,-90.115417,5.798575878143311,onshore
28.049149,-80.685059,5.620484828948975,onshore
28.045753,-80.665222,5.685312271118164,onshore
29.235226,-100.779602,5.848463535308838,onshore
29.23629,-100.759094,5.861072540283203,onshore
